원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,,,,
KR0003,롯데손해보험,400,손해보험,3,보완자본,2024.1Q,25142,,,,
KR0003,롯데손해보험,400,손해보험,3,보완자본,2023.4Q,23782,,,,
KR0003,롯데손해보험,400,손해보험,3,보완자본,2023.3Q,21711,,,,
KR0003,롯데손해보험,400,손해보험,3,보완자본,2023.2Q,17999,,,,
KR0003,롯데손해보험,400,손해보험,3,보완자본,2023.1Q,17813,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,15657,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,19095,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,21670,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,22591,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,23573,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,24807,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,24056,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,23548,,,,
KR0003,롯데손해보험,400,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,22293,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2025.1Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2024.4Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2024.3Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2024.2Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2024.1Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2023.4Q,6390,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2023.3Q,6902,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2023.2Q,6902,,,,
KR0003,롯데손해보험,400,손해보험,5,1. 보통주,2023.1Q,6902,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,454,,,,
KR0003,롯데손해보험,400,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,454,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2025.1Q,3837,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2024.4Q,3732,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2024.3Q,4633,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2024.2Q,4461,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2024.1Q,4205,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2023.4Q,3804,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2023.3Q,3424,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2023.2Q,5116,,,,
KR0003,롯데손해보험,400,손해보험,7,3. 이익잉여금,2023.1Q,4788,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2025.1Q,504,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2024.4Q,504,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2024.3Q,504,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2024.2Q,504,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2024.1Q,503,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2023.4Q,503,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2023.3Q,-9,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2023.2Q,-9,,,,
KR0003,롯데손해보험,400,손해보험,8,4. 자본조정,2023.1Q,-10,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-6128,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2024.4Q,-3137,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2024.3Q,-3195,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2024.2Q,-2235,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2024.1Q,-616,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2023.4Q,1412,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2023.3Q,2696,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2023.2Q,2049,,,,
KR0003,롯데손해보험,400,손해보험,9,5. 기타포괄손익누계액,2023.1Q,2046,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2025.1Q,10600,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2024.4Q,11153,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2024.3Q,12885,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2024.2Q,13018,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2024.1Q,12637,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2023.4Q,12245,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2023.3Q,10590,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2023.2Q,9037,,,,
KR0003,롯데손해보험,400,손해보험,10,6. 비지배지분,2023.1Q,8113,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,8,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.4Q,19,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.3Q,14,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.2Q,11,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.1Q,21,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.4Q,31,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.3Q,17,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.2Q,22,,,,
KR0003,롯데손해보험,400,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,30,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,19202,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.4Q,19806,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.3Q,20121,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.2Q,20113,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.1Q,19826,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.4Q,19262,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.3Q,17984,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.2Q,14946,,,,
KR0003,롯데손해보험,400,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,14230,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,23518,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.4Q,21693,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.3Q,22231,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.2Q,21145,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.1Q,19717,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.4Q,16757,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.3Q,18644,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.2Q,18579,,,,
KR0003,롯데손해보험,400,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,18769,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,25044,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2024.4Q,24365,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2024.3Q,25551,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2024.2Q,24821,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2024.1Q,23664,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2023.4Q,21062,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2023.3Q,22238,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2023.2Q,22119,,,,
KR0003,롯데손해보험,400,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,22421,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,7563,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.4Q,7529,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.3Q,7773,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.2Q,8026,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.1Q,7941,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.4Q,7467,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.3Q,7580,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.2Q,7616,,,,
KR0003,롯데손해보험,400,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,8052,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,18315,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2024.4Q,17768,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2024.3Q,17335,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2024.2Q,16330,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2024.1Q,15446,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2023.4Q,13820,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2023.3Q,15496,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2023.2Q,14983,,,,
KR0003,롯데손해보험,400,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,14658,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2025.1Q,681,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2024.4Q,678,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2024.3Q,641,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2024.2Q,594,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2024.1Q,565,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2023.4Q,519,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2023.3Q,510,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2023.2Q,503,,,,
KR0003,롯데손해보험,400,손해보험,18,2. 일반손해보험위험액,2023.1Q,523,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2025.1Q,8089,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2024.4Q,8081,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2024.3Q,8462,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2024.2Q,9533,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2024.1Q,9729,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2023.4Q,8627,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2023.3Q,8022,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2023.2Q,8914,,,,
KR0003,롯데손해보험,400,손해보험,19,3. 시장위험액,2023.1Q,9160,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2025.1Q,3805,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2024.4Q,3844,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2024.3Q,4156,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2024.2Q,4184,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2024.1Q,4164,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2023.4Q,4476,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2023.3Q,4712,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2023.2Q,4283,,,,
KR0003,롯데손해보험,400,손해보험,20,4. 신용위험액,2023.1Q,5059,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2025.1Q,1716,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2024.4Q,1523,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2024.3Q,2730,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2024.2Q,2206,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2024.1Q,1702,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2023.4Q,1087,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2023.3Q,1077,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2023.2Q,1051,,,,
KR0003,롯데손해보험,400,손해보험,21,5. 운영위험액,2023.1Q,1073,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,1526,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2024.4Q,2672,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2024.3Q,3320,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2024.2Q,3676,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2024.1Q,3947,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2023.4Q,4305,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2023.3Q,3593,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2023.2Q,3540,,,,
KR0003,롯데손해보험,400,손해보험,22,Ⅱ. 법인세조정액,2023.1Q,3652,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2025.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.4Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.3Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.2Q,0,,,,
KR0003,롯데손해보험,400,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.1Q,0,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,101.6,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.4Q,125.85,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.3Q,128.72,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.2Q,139.07,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.1Q,146.42,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.4Q,174.83,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.3Q,148.93,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.2Q,143.06,,,,
KR0003,롯데손해보험,400,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,137.7,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2025.1Q,31339,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2024.4Q,27894,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2024.3Q,29958,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2023.3Q,33353,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2023.2Q,27450,,,,
KR0005,흥국화재,650,손해보험,1,가. 지급여력금액,2023.1Q,28180,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2025.1Q,5868,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2024.4Q,5302,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2024.3Q,6903,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2023.3Q,10826,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2023.2Q,11584,,,,
KR0005,흥국화재,650,손해보험,2,기본자본,2023.1Q,12464,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2025.1Q,25471,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2024.4Q,22592,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2024.3Q,23055,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2023.3Q,22527,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2023.2Q,15866,,,,
KR0005,흥국화재,650,손해보험,3,보완자본,2023.1Q,15715,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,28206,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,24769,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,26814,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,31157,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,25223,,,,
KR0005,흥국화재,650,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,25695,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2025.1Q,3212,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2024.4Q,3212,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2024.3Q,3212,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2023.3Q,3212,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2023.2Q,3212,,,,
KR0005,흥국화재,650,손해보험,5,1. 보통주,2023.1Q,3212,,,,
