원보험사코드,원수사명,티커,생손보여부,공시분기,항목번호,항목명,종류주,값
KR0009,현대해상,001450,손해보험,2025.4Q,6,주식배당금총액(백만원),-,0.0
KR0009,현대해상,001450,손해보험,2026.1Q,6,주식배당금총액(백만원),-,0.0
KR0009,현대해상,001450,손해보험,2026.2Q,6,주식배당금총액(백만원),-,0.0
KR0009,현대해상,001450,손해보험,2023.4Q,7,(연결)현금배당성향(%),-,26.6
KR0009,현대해상,001450,손해보험,2023.4Q,8,주당 현금배당금(원),보통주,2063.0
KR0009,현대해상,001450,손해보험,2023.4Q,10,현금배당수익률(%),보통주,5.8
KR0010,KB손해보험,002550,손해보험,2023.2Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,1,주당액면가액(원),-,500.0
KR0010,KB손해보험,002550,손해보험,2023.2Q,2,(연결)당기순이익(백만원),-,538570.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,2,(연결)당기순이익(백만원),-,766211.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,2,(연결)당기순이익(백만원),-,570166.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,2,(연결)당기순이익(백만원),-,835810.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,2,(연결)당기순이익(백만원),-,313640.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,2,(연결)당기순이익(백만원),-,557612.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,2,(연결)당기순이익(백만원),-,766798.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,2,(연결)당기순이익(백만원),-,774969.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,2,(연결)당기순이익(백만원),-,205755.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,2,(연결)당기순이익(백만원),-,482522.0
KR0010,KB손해보험,002550,손해보험,2023.2Q,3,(별도)당기순이익(백만원),-,546220.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,3,(별도)당기순이익(백만원),-,776386.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,3,(별도)당기순이익(백만원),-,589093.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,3,(별도)당기순이익(백만원),-,856749.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,3,(별도)당기순이익(백만원),-,319819.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,3,(별도)당기순이익(백만원),-,566086.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,3,(별도)당기순이익(백만원),-,776230.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,3,(별도)당기순이익(백만원),-,781077.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,3,(별도)당기순이익(백만원),-,213973.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,3,(별도)당기순이익(백만원),-,499048.0
KR0010,KB손해보험,002550,손해보험,2023.2Q,4,(연결)주당순이익(원),-,8099.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,4,(연결)주당순이익(원),-,11522.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,4,(연결)주당순이익(원),-,8574.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,4,(연결)주당순이익(원),-,12569.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,4,(연결)주당순이익(원),-,4716.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,4,(연결)주당순이익(원),-,8385.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,4,(연결)주당순이익(원),-,11531.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,4,(연결)주당순이익(원),-,11654.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,4,(연결)주당순이익(원),-,3094.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,4,(연결)주당순이익(원),-,7256.0
KR0010,KB손해보험,002550,손해보험,2023.1Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.2Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.3Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.1Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,5,현금배당금총액(백만원),-,250000.0
KR0010,KB손해보험,002550,손해보험,2024.3Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,5,현금배당금총액(백만원),-,550000.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,5,현금배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.1Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.2Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.3Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2023.4Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.1Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.3Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.1Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.2Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.3Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2025.4Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2026.1Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2026.2Q,6,주식배당금총액(백만원),-,0.0
KR0010,KB손해보험,002550,손해보험,2024.2Q,7,(연결)현금배당성향(%),-,43.85
KR0010,KB손해보험,002550,손해보험,2024.4Q,7,(연결)현금배당성향(%),-,65.8
KR0010,KB손해보험,002550,손해보험,2024.2Q,8,주당 현금배당금(원),보통주,3759.0
KR0010,KB손해보험,002550,손해보험,2024.4Q,8,주당 현금배당금(원),보통주,8270.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,1,주당액면가액(원),-,500.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,2,(연결)당기순이익(백만원),-,525829.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,2,(연결)당기순이익(백만원),-,994397.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,2,(연결)당기순이익(백만원),-,1406379.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,2,(연결)당기순이익(백만원),-,1742379.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,2,(연결)당기순이익(백만원),-,580141.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,2,(연결)당기순이익(백만원),-,1191372.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,2,(연결)당기순이익(백만원),-,1666251.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,2,(연결)당기순이익(백만원),-,1853217.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,2,(연결)당기순이익(백만원),-,430786.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,2,(연결)당기순이익(백만원),-,1081200.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,2,(연결)당기순이익(백만원),-,1409386.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,2,(연결)당기순이익(백만원),-,1788026.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,2,(연결)당기순이익(백만원),-,238406.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,2,(연결)당기순이익(백만원),-,1114312.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,3,(별도)당기순이익(백만원),-,447269.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,3,(별도)당기순이익(백만원),-,912244.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,3,(별도)당기순이익(백만원),-,1275701.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,3,(별도)당기순이익(백만원),-,1536746.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,3,(별도)당기순이익(백만원),-,583443.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,3,(별도)당기순이익(백만원),-,1124100.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,3,(별도)당기순이익(백만원),-,1577967.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,3,(별도)당기순이익(백만원),-,1772229.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,3,(별도)당기순이익(백만원),-,446987.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,3,(별도)당기순이익(백만원),-,906909.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,3,(별도)당기순이익(백만원),-,1199909.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,3,(별도)당기순이익(백만원),-,1534880.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,3,(별도)당기순이익(백만원),-,268504.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,3,(별도)당기순이익(백만원),-,979611.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,4,(연결)주당순이익(원),-,8757.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,4,(연결)주당순이익(원),-,16561.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,4,(연결)주당순이익(원),-,23423.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,4,(연결)주당순이익(원),-,29019.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,4,(연결)주당순이익(원),-,9662.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,4,(연결)주당순이익(원),-,19842.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,4,(연결)주당순이익(원),-,27751.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,4,(연결)주당순이익(원),-,30838.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,4,(연결)주당순이익(원),-,7175.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,4,(연결)주당순이익(원),-,18007.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,4,(연결)주당순이익(원),-,23434.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,4,(연결)주당순이익(원),-,29597.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,4,(연결)주당순이익(원),-,3753.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,4,(연결)주당순이익(원),-,17960.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,5,현금배당금총액(백만원),-,318230.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,5,현금배당금총액(백만원),-,408296.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,5,현금배당금총액(백만원),-,460890.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,5,현금배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.1Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.2Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.3Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.1Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.2Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.3Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.1Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.2Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.3Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2026.1Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2026.2Q,6,주식배당금총액(백만원),-,0.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,7,(연결)현금배당성향(%),-,18.3
KR0011,DB손해보험,005830,손해보험,2024.4Q,7,(연결)현금배당성향(%),-,22.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,7,(연결)현금배당성향(%),-,25.7
KR0011,DB손해보험,005830,손해보험,2023.4Q,8,주당 현금배당금(원),보통주,5300.0
KR0011,DB손해보험,005830,손해보험,2024.4Q,8,주당 현금배당금(원),보통주,6800.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,8,주당 현금배당금(원),보통주,7600.0
KR0011,DB손해보험,005830,손해보험,2023.4Q,10,현금배당수익률(%),보통주,5.6
KR0011,DB손해보험,005830,손해보험,2024.4Q,10,현금배당수익률(%),보통주,7.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,10,현금배당수익률(%),보통주,5.4
KR0032,NH농협손해보험,X,손해보험,2023.1Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2023.2Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2023.3Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2023.4Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2024.1Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2024.2Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2024.3Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2024.4Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2025.1Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2025.2Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2025.3Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2026.1Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2026.2Q,1,주당액면가액(원),-,5000.0
KR0032,NH농협손해보험,X,손해보험,2023.1Q,2,(연결)당기순이익(백만원),-,78945.0
KR0032,NH농협손해보험,X,손해보험,2023.2Q,2,(연결)당기순이익(백만원),-,141268.0
KR0032,NH농협손해보험,X,손해보험,2023.3Q,2,(연결)당기순이익(백만원),-,95038.0
KR0032,NH농협손해보험,X,손해보험,2023.4Q,2,(연결)당기순이익(백만원),-,145345.0
KR0032,NH농협손해보험,X,손해보험,2024.1Q,2,(연결)당기순이익(백만원),-,59789.0
KR0032,NH농협손해보험,X,손해보험,2024.2Q,2,(연결)당기순이익(백만원),-,120537.0
KR0032,NH농협손해보험,X,손해보험,2024.3Q,2,(연결)당기순이익(백만원),-,151804.0
KR0032,NH농협손해보험,X,손해보험,2024.4Q,2,(연결)당기순이익(백만원),-,103574.0
KR0032,NH농협손해보험,X,손해보험,2025.1Q,2,(연결)당기순이익(백만원),-,20387.0
KR0032,NH농협손해보험,X,손해보험,2025.2Q,2,(연결)당기순이익(백만원),-,87499.0
KR0032,NH농협손해보험,X,손해보험,2025.3Q,2,(연결)당기순이익(백만원),-,121874.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,2,(연결)당기순이익(백만원),-,82395.0
KR0032,NH농협손해보험,X,손해보험,2026.1Q,2,(연결)당기순이익(백만원),-,39910.0
KR0032,NH농협손해보험,X,손해보험,2026.2Q,2,(연결)당기순이익(백만원),-,71666.0
KR0032,NH농협손해보험,X,손해보험,2023.1Q,4,(연결)주당순이익(원),-,3912.0
KR0032,NH농협손해보험,X,손해보험,2023.2Q,4,(연결)주당순이익(원),-,7000.0
KR0032,NH농협손해보험,X,손해보험,2023.3Q,4,(연결)주당순이익(원),-,4709.0
KR0032,NH농협손해보험,X,손해보험,2023.4Q,4,(연결)주당순이익(원),-,7202.0
KR0032,NH농협손해보험,X,손해보험,2024.1Q,4,(연결)주당순이익(원),-,2962.0
KR0032,NH농협손해보험,X,손해보험,2024.2Q,4,(연결)주당순이익(원),-,5972.0
KR0032,NH농협손해보험,X,손해보험,2024.3Q,4,(연결)주당순이익(원),-,7522.0
KR0032,NH농협손해보험,X,손해보험,2024.4Q,4,(연결)주당순이익(원),-,5132.0
KR0032,NH농협손해보험,X,손해보험,2025.1Q,4,(연결)주당순이익(원),-,1010.0
KR0032,NH농협손해보험,X,손해보험,2025.2Q,4,(연결)주당순이익(원),-,3695.0
KR0032,NH농협손해보험,X,손해보험,2025.3Q,4,(연결)주당순이익(원),-,5078.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,4,(연결)주당순이익(원),-,2802.0
KR0032,NH농협손해보험,X,손해보험,2026.1Q,4,(연결)주당순이익(원),-,1657.0
KR0032,NH농협손해보험,X,손해보험,2026.2Q,4,(연결)주당순이익(원),-,2910.0
KR0032,NH농협손해보험,X,손해보험,2023.1Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.2Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.3Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.4Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.1Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.2Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.3Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.4Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.1Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.2Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.3Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2026.1Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2026.2Q,5,현금배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.1Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.2Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.3Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2023.4Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.1Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.2Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.3Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2024.4Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.1Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.2Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.3Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2026.1Q,6,주식배당금총액(백만원),-,0.0
KR0032,NH농협손해보험,X,손해보험,2026.2Q,6,주식배당금총액(백만원),-,0.0
KR0068,한화생명,088350,생명보험,2023.1Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2023.2Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2023.3Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2023.4Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2024.1Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2024.2Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2024.3Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2024.4Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2025.1Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2025.2Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2025.3Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2025.4Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2026.1Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2026.2Q,1,주당액면가액(원),-,5000.0
KR0068,한화생명,088350,생명보험,2023.1Q,2,(연결)당기순이익(백만원),-,422550.0
KR0068,한화생명,088350,생명보험,2023.2Q,2,(연결)당기순이익(백만원),-,624972.0
KR0068,한화생명,088350,생명보험,2023.3Q,2,(연결)당기순이익(백만원),-,749947.0
KR0068,한화생명,088350,생명보험,2023.4Q,2,(연결)당기순이익(백만원),-,758480.0
KR0068,한화생명,088350,생명보험,2024.1Q,2,(연결)당기순이익(백만원),-,287624.0
KR0068,한화생명,088350,생명보험,2024.2Q,2,(연결)당기순이익(백만원),-,555413.0
KR0068,한화생명,088350,생명보험,2024.3Q,2,(연결)당기순이익(백만원),-,578566.0
KR0068,한화생명,088350,생명보험,2024.4Q,2,(연결)당기순이익(백만원),-,737254.0
KR0068,한화생명,088350,생명보험,2025.1Q,2,(연결)당기순이익(백만원),-,226061.0
KR0068,한화생명,088350,생명보험,2025.2Q,2,(연결)당기순이익(백만원),-,351155.0
KR0068,한화생명,088350,생명보험,2025.3Q,2,(연결)당기순이익(백만원),-,618149.0
KR0068,한화생명,088350,생명보험,2025.4Q,2,(연결)당기순이익(백만원),-,641310.0
KR0068,한화생명,088350,생명보험,2026.1Q,2,(연결)당기순이익(백만원),-,324395.0
KR0068,한화생명,088350,생명보험,2026.2Q,2,(연결)당기순이익(백만원),-,771948.0
KR0068,한화생명,088350,생명보험,2023.1Q,3,(별도)당기순이익(백만원),-,356925.0
KR0068,한화생명,088350,생명보험,2023.2Q,3,(별도)당기순이익(백만원),-,513329.0
KR0068,한화생명,088350,생명보험,2023.3Q,3,(별도)당기순이익(백만원),-,577893.0
KR0068,한화생명,088350,생명보험,2023.4Q,3,(별도)당기순이익(백만원),-,616262.0
KR0068,한화생명,088350,생명보험,2024.1Q,3,(별도)당기순이익(백만원),-,175531.0
KR0068,한화생명,088350,생명보험,2024.2Q,3,(별도)당기순이익(백만원),-,347818.0
KR0068,한화생명,088350,생명보험,2024.3Q,3,(별도)당기순이익(백만원),-,584605.0
KR0068,한화생명,088350,생명보험,2024.4Q,3,(별도)당기순이익(백만원),-,720570.0
KR0068,한화생명,088350,생명보험,2025.1Q,3,(별도)당기순이익(백만원),-,121991.0
KR0068,한화생명,088350,생명보험,2025.2Q,3,(별도)당기순이익(백만원),-,179701.0
KR0068,한화생명,088350,생명보험,2025.3Q,3,(별도)당기순이익(백만원),-,315816.0
KR0068,한화생명,088350,생명보험,2025.4Q,3,(별도)당기순이익(백만원),-,313320.0
KR0068,한화생명,088350,생명보험,2026.1Q,3,(별도)당기순이익(백만원),-,247844.0
KR0068,한화생명,088350,생명보험,2026.2Q,3,(별도)당기순이익(백만원),-,510212.0
KR0068,한화생명,088350,생명보험,2023.1Q,4,(연결)주당순이익(원),-,532.0
KR0068,한화생명,088350,생명보험,2023.2Q,4,(연결)주당순이익(원),-,886.0
KR0068,한화생명,088350,생명보험,2023.3Q,4,(연결)주당순이익(원),-,948.0
KR0068,한화생명,088350,생명보험,2023.4Q,4,(연결)주당순이익(원),-,954.0
KR0068,한화생명,088350,생명보험,2024.1Q,4,(연결)주당순이익(원),-,374.0
KR0068,한화생명,088350,생명보험,2024.2Q,4,(연결)주당순이익(원),-,721.0
KR0068,한화생명,088350,생명보험,2024.3Q,4,(연결)주당순이익(원),-,744.0
KR0068,한화생명,088350,생명보험,2024.4Q,4,(연결)주당순이익(원),-,936.0
KR0068,한화생명,088350,생명보험,2025.1Q,4,(연결)주당순이익(원),-,280.0
KR0068,한화생명,088350,생명보험,2025.2Q,4,(연결)주당순이익(원),-,426.0
