원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_당분기
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2024.2Q,-692178.261062,-349271.261969
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2024.2Q,1670775.961787,779397.781177
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2024.2Q,3737.263243,365.924517
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2024.2Q,1674513.22503,779763.705694
KR0008,삼성화재해상보험,,손해보험,23,법인세,2024.2Q,397306.007229,186427.06633
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2024.2Q,1277207.217801,593336.639364
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2024.3Q,1595781.429965,460366.501471
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2024.3Q,1404921.0,450578.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2024.3Q,1446848.0,456502.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2024.3Q,1210904.0,410555.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2024.3Q,121686.0,43958.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2024.3Q,-223520.0,-37060.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2024.3Q,337778.0,39049.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2024.3Q,-41927.0,-5924.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2024.3Q,-23055.0,-8146.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2024.3Q,-10793.0,-3940.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2024.3Q,-33255.0,-13207.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2024.3Q,25176.0,19369.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2024.3Q,197482.0,22820.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2024.3Q,162322.0,37398.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2024.3Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2024.3Q,168943.489502,50429.944329
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2024.3Q,817319.800062,281958.766769
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2024.3Q,1810252.442355,582713.148
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2024.3Q,-992932.642293,-300754.381231
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2024.3Q,2413101.230027,742325.26824
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2024.3Q,7398.612632,3661.349389
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2024.3Q,2420499.842659,745986.617629
KR0008,삼성화재해상보험,,손해보험,23,법인세,2024.3Q,586069.483795,188763.476566
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2024.3Q,1834430.358864,557223.141063
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2024.4Q,1780370.394335,184588.96437
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2024.4Q,1685848.0,280927.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2024.4Q,1746147.0,299299.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2024.4Q,1612298.0,401394.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2024.4Q,165096.0,43410.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2024.4Q,-342069.0,-118549.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2024.4Q,310822.0,-26956.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2024.4Q,-60299.0,-18372.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2024.4Q,-33598.0,-10543.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2024.4Q,-13862.0,-3069.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2024.4Q,-17525.0,15730.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2024.4Q,4686.0,-20490.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2024.4Q,-815729.0,-1013211.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2024.4Q,1156012.0,993690.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2024.4Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2024.4Q,245761.304967,76817.815465
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2024.4Q,919173.464104,101853.664042
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2024.4Q,2259390.323594,449137.881239
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2024.4Q,-1340216.85949,-347284.217197
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2024.4Q,2699543.858439,286442.628412
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2024.4Q,4540.516556,-2858.096076
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2024.4Q,2704084.374995,283584.532336
KR0008,삼성화재해상보험,,손해보험,23,법인세,2024.4Q,656303.126891,70233.643096
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2024.4Q,2047781.248104,213350.88924
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2025.1Q,481593.295456,481593.295456
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2025.1Q,435031.0,435031.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2025.1Q,435400.0,435400.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2025.1Q,406021.0,406021.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2025.1Q,44641.0,44641.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2025.1Q,-67588.0,-67588.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2025.1Q,52326.0,52326.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2025.1Q,-369.0,-369.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2025.1Q,-11711.0,-11711.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2025.1Q,-4375.0,-4375.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2025.1Q,-29569.0,-29569.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2025.1Q,45286.0,45286.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2025.1Q,-183140.0,-183140.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2025.1Q,275469.0,275469.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2025.1Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2025.1Q,45766.902809,45766.902809
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2025.1Q,271543.41725,271543.41725
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2025.1Q,597534.954689,597534.954689
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2025.1Q,-325991.537439,-325991.537439
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2025.1Q,753136.712706,753136.712706
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2025.1Q,1820.372823,1820.372823
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2025.1Q,754957.085529,754957.085529
KR0008,삼성화재해상보험,,손해보험,23,법인세,2025.1Q,199323.242102,199323.242102
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2025.1Q,555633.843427,555633.843427
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2025.2Q,935730.895605,454137.600149
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2025.2Q,885716.0,450685.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2025.2Q,904454.0,469054.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2025.2Q,812438.0,406417.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2025.2Q,91431.0,46790.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2025.2Q,-91759.0,-24171.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2025.2Q,92344.0,40018.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2025.2Q,-18738.0,-18369.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2025.2Q,-23381.0,-11670.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2025.2Q,-8199.0,-3824.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2025.2Q,-30724.0,-1155.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2025.2Q,43566.0,-1720.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2025.2Q,54948.0,238088.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2025.2Q,121091.0,-154378.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2025.2Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2025.2Q,126024.455505,80257.552696
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2025.2Q,336858.707482,65315.290232
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2025.2Q,948518.963576,350984.008887
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2025.2Q,-611660.256094,-285668.718655
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2025.2Q,1272589.603087,519452.890381
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2025.2Q,4009.434176,2189.061353
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2025.2Q,1276599.037263,521641.951734
KR0008,삼성화재해상보험,,손해보험,23,법인세,2025.2Q,322738.551461,123415.309359
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2025.2Q,953860.485802,398226.642375
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2025.3Q,1286276.644737,350545.749132
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2025.3Q,1293510.0,407794.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2025.3Q,1327534.0,423080.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2025.3Q,1228632.0,416194.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2025.3Q,143367.0,51936.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2025.3Q,-146937.0,-55178.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2025.3Q,102472.0,10128.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2025.3Q,-34024.0,-15286.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2025.3Q,-34796.0,-11415.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2025.3Q,-11980.0,-3781.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2025.3Q,-23555.0,7169.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2025.3Q,36307.0,-7259.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2025.3Q,583.0,-54365.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2025.3Q,177613.0,56522.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2025.3Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2025.3Q,185430.151362,59405.695857
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2025.3Q,650889.540267,314030.832785
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2025.3Q,1606945.794091,658426.830515
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2025.3Q,-956056.253824,-344395.99773
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2025.3Q,1937166.185004,664576.581917
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2025.3Q,8871.434996,4862.00082
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2025.3Q,1946037.62,669438.582737
KR0008,삼성화재해상보험,,손해보험,23,법인세,2025.3Q,482854.098193,160115.546732
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2025.3Q,1463183.521807,509323.036005
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2025.4Q,1446696.251285,160419.606548
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2025.4Q,1615071.0,321561.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2025.4Q,1665078.0,337544.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2025.4Q,1620781.0,392149.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2025.4Q,198039.0,54672.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2025.4Q,-232090.0,-85153.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2025.4Q,78348.0,-24124.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2025.4Q,-50007.0,-15983.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2025.4Q,-46979.0,-12183.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2025.4Q,-6164.0,5816.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2025.4Q,-37111.0,-13556.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2025.4Q,40247.0,3940.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2025.4Q,-111241.0,-111824.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2025.4Q,199075.0,21462.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2025.4Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2025.4Q,256207.771502,70777.62014
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2025.4Q,883986.445763,233096.905496
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2025.4Q,2138537.154646,531591.360555
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2025.4Q,-1254550.708883,-298494.455059
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2025.4Q,2330682.697048,393516.512044
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2025.4Q,2796.708271,-6074.726725
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2025.4Q,2333479.405319,387441.785319
KR0008,삼성화재해상보험,,손해보험,23,법인세,2025.4Q,642601.191061,159747.092868
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2025.4Q,1690878.214258,227694.692451
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2026.1Q,514384.371579,514384.371579
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2026.1Q,462418.0,462418.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2026.1Q,462774.0,462774.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2026.1Q,399836.0,399836.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2026.1Q,53437.0,53437.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2026.1Q,-12628.0,-12628.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2026.1Q,22129.0,22129.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2026.1Q,-356.0,-356.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2026.1Q,-12221.0,-12221.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2026.1Q,-444.0,-444.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2026.1Q,4077.0,4077.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2026.1Q,8232.0,8232.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2026.1Q,-40.0,-40.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2026.1Q,111256.0,111256.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2026.1Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2026.1Q,59250.581155,59250.581155
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2026.1Q,323418.153754,323418.153754
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2026.1Q,671741.951559,671741.951559
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2026.1Q,-348323.797805,-348323.797805
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2026.1Q,837802.525333,837802.525333
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2026.1Q,-62629.808188,-62629.808188
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2026.1Q,775172.717145,775172.717145
KR0008,삼성화재해상보험,,손해보험,23,법인세,2026.1Q,201822.395709,201822.395709
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2026.1Q,573350.321436,573350.321436
KR0008,삼성화재해상보험,,손해보험,1,보험손익,2026.2Q,1040273.496039,525889.12446
KR0008,삼성화재해상보험,,손해보험,2,생명장기 손익,2026.2Q,930526.0,468108.0
KR0008,삼성화재해상보험,,손해보험,3,생명장기 원수손익,2026.2Q,947488.0,484714.0
KR0008,삼성화재해상보험,,손해보험,4,원수 CSM상각,2026.2Q,802950.0,403114.0
KR0008,삼성화재해상보험,,손해보험,5,원수 위험조정 변동,2026.2Q,112374.0,58937.0
KR0008,삼성화재해상보험,,손해보험,6,원수 예실차,2026.2Q,-44463.0,-31835.0
KR0008,삼성화재해상보험,,손해보험,7,기타 생명장기 원수손익,2026.2Q,76627.0,54498.0
KR0008,삼성화재해상보험,,손해보험,8,생명장기 재보험손익,2026.2Q,-16962.0,-16606.0
KR0008,삼성화재해상보험,,손해보험,9,재보험 CSM상각,2026.2Q,-23959.0,-11738.0
KR0008,삼성화재해상보험,,손해보험,10,재보험 위험조정 변동,2026.2Q,-4312.0,-3868.0
KR0008,삼성화재해상보험,,손해보험,11,재보험 예실차,2026.2Q,1497.0,-2580.0
KR0008,삼성화재해상보험,,손해보험,12,기타 생명장기 재보험손익,2026.2Q,9812.0,1580.0
KR0008,삼성화재해상보험,,손해보험,13,자동차손익,2026.2Q,41533.0,41573.0
KR0008,삼성화재해상보험,,손해보험,14,일반손익,2026.2Q,203008.0,91752.0
KR0008,삼성화재해상보험,,손해보험,15,기타영업수익,2026.2Q,0.0,0.0
KR0008,삼성화재해상보험,,손해보험,16,기타사업비용,2026.2Q,134793.245276,75542.664121
KR0008,삼성화재해상보험,,손해보험,17,투자손익,2026.2Q,719730.646929,396312.493175
KR0008,삼성화재해상보험,,손해보험,18,투자이익,2026.2Q,1397259.935388,725517.983829
KR0008,삼성화재해상보험,,손해보험,19,보험금융손익,2026.2Q,-677529.288459,-329205.490654
KR0008,삼성화재해상보험,,손해보험,20,영업이익,2026.2Q,1760004.142968,922201.617635
KR0008,삼성화재해상보험,,손해보험,21,영업외손익,2026.2Q,-70106.819457,-7477.011269
KR0008,삼성화재해상보험,,손해보험,22,세전이익,2026.2Q,1689897.323511,914724.606366
KR0008,삼성화재해상보험,,손해보험,23,법인세,2026.2Q,436454.995513,234632.599804
KR0008,삼성화재해상보험,,손해보험,24,당기순이익,2026.2Q,1253442.327998,680092.006562
KR0009,현대해상,,손해보험,1,보험손익,2023.1Q,,
KR0009,현대해상,,손해보험,2,생명장기 손익,2023.1Q,156041.0,156041.0
KR0009,현대해상,,손해보험,3,생명장기 원수손익,2023.1Q,,
KR0009,현대해상,,손해보험,4,원수 CSM상각,2023.1Q,216346.662,216346.662
KR0009,현대해상,,손해보험,5,원수 위험조정 변동,2023.1Q,27234.914,27234.914
KR0009,현대해상,,손해보험,6,원수 예실차,2023.1Q,,
KR0009,현대해상,,손해보험,7,기타 생명장기 원수손익,2023.1Q,,
KR0009,현대해상,,손해보험,8,생명장기 재보험손익,2023.1Q,,
KR0009,현대해상,,손해보험,9,재보험 CSM상각,2023.1Q,-1271.31,-1271.31
KR0009,현대해상,,손해보험,10,재보험 위험조정 변동,2023.1Q,-144.287,-144.287
KR0009,현대해상,,손해보험,11,재보험 예실차,2023.1Q,,
KR0009,현대해상,,손해보험,12,기타 생명장기 재보험손익,2023.1Q,,
KR0009,현대해상,,손해보험,13,자동차손익,2023.1Q,76348.0,76348.0
KR0009,현대해상,,손해보험,14,일반손익,2023.1Q,26137.0,26137.0
KR0009,현대해상,,손해보험,15,기타영업수익,2023.1Q,,
KR0009,현대해상,,손해보험,16,기타사업비용,2023.1Q,,
KR0009,현대해상,,손해보험,17,투자손익,2023.1Q,,
KR0009,현대해상,,손해보험,18,투자이익,2023.1Q,,
KR0009,현대해상,,손해보험,19,보험금융손익,2023.1Q,,
KR0009,현대해상,,손해보험,20,영업이익,2023.1Q,,
KR0009,현대해상,,손해보험,21,영업외손익,2023.1Q,,
KR0009,현대해상,,손해보험,22,세전이익,2023.1Q,,
KR0009,현대해상,,손해보험,23,법인세,2023.1Q,,
KR0009,현대해상,,손해보험,24,당기순이익,2023.1Q,,
KR0009,현대해상,,손해보험,1,보험손익,2023.2Q,,
KR0009,현대해상,,손해보험,2,생명장기 손익,2023.2Q,304478.0,148437.0
KR0009,현대해상,,손해보험,3,생명장기 원수손익,2023.2Q,,
KR0009,현대해상,,손해보험,4,원수 CSM상각,2023.2Q,441028.976,224682.314
KR0009,현대해상,,손해보험,5,원수 위험조정 변동,2023.2Q,56908.344,29673.43
KR0009,현대해상,,손해보험,6,원수 예실차,2023.2Q,,
KR0009,현대해상,,손해보험,7,기타 생명장기 원수손익,2023.2Q,,
KR0009,현대해상,,손해보험,8,생명장기 재보험손익,2023.2Q,,
KR0009,현대해상,,손해보험,9,재보험 CSM상각,2023.2Q,-3168.333,-1897.023
KR0009,현대해상,,손해보험,10,재보험 위험조정 변동,2023.2Q,-362.683,-218.396
KR0009,현대해상,,손해보험,11,재보험 예실차,2023.2Q,,
KR0009,현대해상,,손해보험,12,기타 생명장기 재보험손익,2023.2Q,,
KR0009,현대해상,,손해보험,13,자동차손익,2023.2Q,154127.0,77779.0
KR0009,현대해상,,손해보험,14,일반손익,2023.2Q,40912.0,14775.0
KR0009,현대해상,,손해보험,15,기타영업수익,2023.2Q,,
KR0009,현대해상,,손해보험,16,기타사업비용,2023.2Q,,
KR0009,현대해상,,손해보험,17,투자손익,2023.2Q,,
KR0009,현대해상,,손해보험,18,투자이익,2023.2Q,,
KR0009,현대해상,,손해보험,19,보험금융손익,2023.2Q,,
KR0009,현대해상,,손해보험,20,영업이익,2023.2Q,,
KR0009,현대해상,,손해보험,21,영업외손익,2023.2Q,,
KR0009,현대해상,,손해보험,22,세전이익,2023.2Q,,
KR0009,현대해상,,손해보험,23,법인세,2023.2Q,,
KR0009,현대해상,,손해보험,24,당기순이익,2023.2Q,,
KR0009,현대해상,,손해보험,1,보험손익,2023.3Q,754479.376712,
KR0009,현대해상,,손해보험,2,생명장기 손익,2023.3Q,476139.3,171661.3
KR0009,현대해상,,손해보험,3,생명장기 원수손익,2023.3Q,,
KR0009,현대해상,,손해보험,4,원수 CSM상각,2023.3Q,640379.115,199350.139
KR0009,현대해상,,손해보험,5,원수 위험조정 변동,2023.3Q,96159.497,39251.153
KR0009,현대해상,,손해보험,6,원수 예실차,2023.3Q,,
KR0009,현대해상,,손해보험,7,기타 생명장기 원수손익,2023.3Q,,
KR0009,현대해상,,손해보험,8,생명장기 재보험손익,2023.3Q,,
KR0009,현대해상,,손해보험,9,재보험 CSM상각,2023.3Q,-4169.695,-1001.362
KR0009,현대해상,,손해보험,10,재보험 위험조정 변동,2023.3Q,-427.713,-65.03
KR0009,현대해상,,손해보험,11,재보험 예실차,2023.3Q,,
KR0009,현대해상,,손해보험,12,기타 생명장기 재보험손익,2023.3Q,,
KR0009,현대해상,,손해보험,13,자동차손익,2023.3Q,,
KR0009,현대해상,,손해보험,14,일반손익,2023.3Q,,
KR0009,현대해상,,손해보험,15,기타영업수익,2023.3Q,0.0,
KR0009,현대해상,,손해보험,16,기타사업비용,2023.3Q,35264.198998,
KR0009,현대해상,,손해보험,17,투자손익,2023.3Q,314655.377427,
KR0009,현대해상,,손해보험,18,투자이익,2023.3Q,908973.439805,
KR0009,현대해상,,손해보험,19,보험금융손익,2023.3Q,-594318.062378,
KR0009,현대해상,,손해보험,20,영업이익,2023.3Q,1069134.754139,
KR0009,현대해상,,손해보험,21,영업외손익,2023.3Q,-22125.009367,
KR0009,현대해상,,손해보험,22,세전이익,2023.3Q,1047009.744772,
KR0009,현대해상,,손해보험,23,법인세,2023.3Q,260654.437994,
KR0009,현대해상,,손해보험,24,당기순이익,2023.3Q,786355.306778,
KR0009,현대해상,,손해보험,1,보험손익,2023.4Q,526490.675922,-227988.70079
KR0009,현대해상,,손해보험,2,생명장기 손익,2023.4Q,248827.5,-227311.8
KR0009,현대해상,,손해보험,3,생명장기 원수손익,2023.4Q,276940.0,
KR0009,현대해상,,손해보험,4,원수 CSM상각,2023.4Q,880547.066,240167.951
KR0009,현대해상,,손해보험,5,원수 위험조정 변동,2023.4Q,130628.669,34469.172
KR0009,현대해상,,손해보험,6,원수 예실차,2023.4Q,-190242.60050099998,
KR0009,현대해상,,손해보험,7,기타 생명장기 원수손익,2023.4Q,-543993.134499,
KR0009,현대해상,,손해보험,8,생명장기 재보험손익,2023.4Q,-28112.5,
KR0009,현대해상,,손해보험,9,재보험 CSM상각,2023.4Q,-7689.161,-3519.466
KR0009,현대해상,,손해보험,10,재보험 위험조정 변동,2023.4Q,-583.627,-155.914
KR0009,현대해상,,손해보험,11,재보험 예실차,2023.4Q,-15460.571360999998,
KR0009,현대해상,,손해보험,12,기타 생명장기 재보험손익,2023.4Q,-4379.140639,
KR0009,현대해상,,손해보험,13,자동차손익,2023.4Q,201238.0,
KR0009,현대해상,,손해보험,14,일반손익,2023.4Q,76426.0,
KR0009,현대해상,,손해보험,15,기타영업수익,2023.4Q,0.0,0.0
KR0009,현대해상,,손해보험,16,기타사업비용,2023.4Q,38491.0,3226.801002
KR0009,현대해상,,손해보험,17,투자손익,2023.4Q,499877.274602,185221.897175
KR0009,현대해상,,손해보험,18,투자이익,2023.4Q,1283336.386575,374362.94677
KR0009,현대해상,,손해보험,19,보험금융손익,2023.4Q,-783459.111973,-189141.049595
KR0009,현대해상,,손해보험,20,영업이익,2023.4Q,1026367.950524,-42766.803615
KR0009,현대해상,,손해보험,21,영업외손익,2023.4Q,-28698.156488,-6573.147121
KR0009,현대해상,,손해보험,22,세전이익,2023.4Q,997669.794036,-49339.950736
KR0009,현대해상,,손해보험,23,법인세,2023.4Q,191948.13039,-68706.307604
KR0009,현대해상,,손해보험,24,당기순이익,2023.4Q,805721.663646,19366.356868
KR0009,현대해상,,손해보험,1,보험손익,2024.1Q,532889.249964,532889.249964
KR0009,현대해상,,손해보험,2,생명장기 손익,2024.1Q,443601.0,443601.0
KR0009,현대해상,,손해보험,3,생명장기 원수손익,2024.1Q,,
KR0009,현대해상,,손해보험,4,원수 CSM상각,2024.1Q,242893.306,242893.306
KR0009,현대해상,,손해보험,5,원수 위험조정 변동,2024.1Q,34832.95,34832.95
KR0009,현대해상,,손해보험,6,원수 예실차,2024.1Q,,
KR0009,현대해상,,손해보험,7,기타 생명장기 원수손익,2024.1Q,,
KR0009,현대해상,,손해보험,8,생명장기 재보험손익,2024.1Q,,
KR0009,현대해상,,손해보험,9,재보험 CSM상각,2024.1Q,-3743.932,-3743.932
KR0009,현대해상,,손해보험,10,재보험 위험조정 변동,2024.1Q,-113.797,-113.797
KR0009,현대해상,,손해보험,11,재보험 예실차,2024.1Q,,
