원보험사코드,원수사명,티커,생손보여부,공시분기,경과조치여부,measure구분,-100bp,-50bp,base,+50bp,+100bp
KR0082,DB생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,18093.0,16454.0,14904.0,14730.0,14779.0
KR0082,DB생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,139.74,180.09,215.02,246.02,273.34
KR0082,DB생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,20794.0,22995.0,24874.0,26194.0,26985.0
KR0082,DB생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,14881.0,12768.0,11568.0,10647.0,9873.0
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,5.22,-2.1,-10.13,-16.98,-22.87
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,718,-280,-1321,-2225,-3051
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,13750,13332,13039,13103,13343
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,169.7,168.71,164.87,153.93,140.0
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,17844,16910,15891,14884,13893
KR0083,푸본현대생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,10515,10023,9638,9669,9924
KR0087,동양생명,082640,생명보험,2025.2Q,적용전,지급여력비율,146.5,160.0,172.1,182.1,193.3
KR0087,동양생명,082640,생명보험,2025.2Q,적용전,지급여력금액,38110.0,40048.0,41662.0,42922.0,44339.0
KR0087,동양생명,082640,생명보험,2025.2Q,적용전,지급여력기준금액,26021.0,25035.0,24214.0,23573.0,22933.0
KR0087,동양생명,082640,생명보험,2025.2Q,적용후,지급여력비율,147.6,163.1,177.0,188.5,201.3
KR0087,동양생명,082640,생명보험,2025.2Q,적용후,지급여력금액,38395.0,40825.0,42850.0,44430.0,46168.0
KR0087,동양생명,082640,생명보험,2025.2Q,적용후,지급여력기준금액,26021.0,25035.0,24214.0,23573.0,22933.0
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,167.75,185.22,199.6,210.07,209.01
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,92404.0,96289.0,98246.0,99228.0,98868.0
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,55086.0,51987.0,49222.0,47236.0,47304.0
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,167.75,185.22,199.6,210.07,209.01
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,92404.0,96289.0,98246.0,99228.0,98868.0
KR0094,신한라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,55086.0,51987.0,49222.0,47236.0,47304.0
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,334.7,351.3,332.4,301.4,276.7
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,50135.0,49841.0,48341.0,47646.0,46371.0
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,14978.0,14188.0,14541.0,15807.0,16761.0
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,334.7,351.3,332.4,301.4,276.7
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,50135.0,49841.0,48341.0,47646.0,46371.0
KR0095,메트라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,14978.0,14188.0,14541.0,15807.0,16761.0
KR0097,하나생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,155.97,147.18,136.45,128.03,120.29
KR0097,하나생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,8653.0,8033.0,7378.0,6911.0,6475.0
KR0097,하나생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,5548.0,5458.0,5407.0,5398.0,5383.0
KR0097,하나생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,203.49,194.31,182.18,172.2,163.13
KR0097,하나생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,9369.0,8749.0,8095.0,7627.0,7192.0
KR0097,하나생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,4604.0,4503.0,4443.0,4429.0,4408.0
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용전,지급여력비율,213.5,234.3,250.6,258.2,242.7
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용전,지급여력금액,50474.0,54382.0,57614.0,60019.0,61050.0
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용전,지급여력기준금액,23640.0,23213.0,22989.0,23249.0,25152.0
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용후,지급여력비율,213.5,234.3,250.6,258.2,242.7
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용후,지급여력금액,50474.0,54382.0,57614.0,60019.0,61050.0
KR0099,KB라이프생명,X,생명보험,2025.2Q,적용후,지급여력기준금액,23640.0,23213.0,22989.0,23249.0,25152.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,93.0,113.0,136.0,164.0,199.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,1477.0,1662.0,1823.0,1996.0,2170.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,1588.0,1464.0,1342.0,1216.0,1091.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,120.0,146.0,175.0,211.0,256.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,1477.0,1662.0,1823.0,1996.0,2170.0
KR0100,처브라이프생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,1230.0,1137.0,1043.0,945.0,846.0
KR0104,농협생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,265.9,277.8,258.4,233.6,204.5
KR0104,농협생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,72225.0,71909.0,72607.0,70102.0,66707.0
KR0104,농협생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,27159.0,25884.0,28100.0,30011.0,32612.0
KR0104,농협생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,403.7,433.6,437.2,430.1,389.0
KR0104,농협생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,74664.0,74409.0,74576.0,71116.0,66707.0
KR0104,농협생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,18497.0,17161.0,17059.0,16536.0,17147.0
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용전,지급여력비율,207.12,205.86,204.45,202.94,200.78
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용전,지급여력금액,47175.0,46005.0,44902.0,43864.0,42857.0
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용전,지급여력기준금액,22776.0,22347.0,21963.0,21614.0,21345.0
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용후,지급여력비율,207.12,205.86,204.45,202.94,200.78
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용후,지급여력금액,47175.0,46005.0,44902.0,43864.0,42857.0
KR1000,코리안리재보험,003690,손해보험,2025.2Q,적용후,지급여력기준금액,22776.0,22347.0,21963.0,21614.0,21345.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용전,지급여력비율,124.04,144.33,165.75,175.13,183.49
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용전,지급여력금액,1079.0,1186.0,1293.0,1365.0,1438.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용전,지급여력기준금액,870.0,822.0,780.0,780.0,783.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용후,지급여력비율,151.13,181.33,214.94,233.59,250.57
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용후,지급여력금액,1079.0,1186.0,1293.0,1365.0,1438.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.2Q,적용후,지급여력기준금액,714.0,654.0,602.0,585.0,574.0
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용전,지급여력비율,235.67,242.03,241.33,239.35,236.65
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용전,지급여력금액,134356.0,134312.0,133506.0,132471.0,131500.0
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용전,지급여력기준금액,57010.0,55493.0,55322.0,55345.0,55566.0
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용후,지급여력비율,235.67,242.03,241.33,239.35,236.65
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용후,지급여력금액,134356.0,134312.0,133506.0,132471.0,131500.0
KR0001,메리츠화재해상보험,000060,손해보험,2025.4Q,적용후,지급여력기준금액,57010.0,55493.0,55322.0,55345.0,55566.0
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용전,지급여력비율,163.21,167.16,174.47,181.34,184.4
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용전,지급여력금액,59015.0,58985.0,58948.0,59044.0,59091.0
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용전,지급여력기준금액,36158.0,35287.0,33787.0,32560.0,32045.0
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용후,지급여력비율,192.1,200.41,208.96,217.24,225.54
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용후,지급여력금액,59015.0,58985.0,58948.0,59044.0,59091.0
KR0002,한화손해보험,000370,손해보험,2025.4Q,적용후,지급여력기준금액,30721.0,29433.0,28210.0,27180.0,26200.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용전,지급여력비율,121.26,125.13,126.06,127.21,126.17
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용전,지급여력금액,26719.0,26452.0,26058.0,25620.0,25230.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용전,지급여력기준금액,22035.0,21139.0,20671.0,20140.0,19997.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용후,지급여력비율,150.62,156.37,159.48,163.46,163.13
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용후,지급여력금액,26719.0,26452.0,26058.0,25620.0,25230.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,적용후,지급여력기준금액,17739.0,16917.0,16339.0,15673.0,15466.0
KR0005,흥국화재,000540,손해보험,2025.4Q,적용전,지급여력비율,147.23999999999998,153.84,156.48,156.38,156.38
KR0005,흥국화재,000540,손해보험,2025.4Q,적용전,지급여력금액,31359.0,30990.0,30737.0,30650.0,30852.0
KR0005,흥국화재,000540,손해보험,2025.4Q,적용전,지급여력기준금액,21298.0,20145.0,19642.0,19600.0,19728.0
KR0005,흥국화재,000540,손해보험,2025.4Q,적용후,지급여력비율,176.05,185.61,196.03,207.53,217.78
KR0005,흥국화재,000540,손해보험,2025.4Q,적용후,지급여력금액,31359.0,30990.0,30737.0,30650.0,30852.0
KR0005,흥국화재,000540,손해보험,2025.4Q,적용후,지급여력기준금액,17812.0,16696.0,15680.0,14769.0,14167.0
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용전,지급여력비율,269.07,267.27,262.87,258.37,253.53
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용전,지급여력금액,301904.0,298313.0,293000.0,287124.0,281300.0
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용전,지급여력기준금액,112203.0,111614.0,111463.0,111131.0,110953.0
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용후,지급여력비율,269.07,267.27,262.87,258.37,253.53
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용후,지급여력금액,301904.0,298313.0,293000.0,287124.0,281300.0
KR0008,삼성화재해상보험,000810,손해보험,2025.4Q,적용후,지급여력기준금액,112203.0,111614.0,111463.0,111131.0,110953.0
KR0009,현대해상,001450,손해보험,2025.4Q,적용전,지급여력비율,176.7,185.8,190.1,192.6,194.1
KR0009,현대해상,001450,손해보험,2025.4Q,적용전,지급여력금액,136503.0,138395.0,139586.0,140574.0,141407.0
KR0009,현대해상,001450,손해보험,2025.4Q,적용전,지급여력기준금액,77252.0,74490.0,73408.0,72977.0,72839.0
KR0009,현대해상,001450,손해보험,2025.4Q,적용후,지급여력비율,176.7,185.8,190.1,192.6,194.1
KR0009,현대해상,001450,손해보험,2025.4Q,적용후,지급여력금액,136503.0,138395.0,139586.0,140574.0,141407.0
KR0009,현대해상,001450,손해보험,2025.4Q,적용후,지급여력기준금액,77252.0,74490.0,73408.0,72977.0,72839.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용전,지급여력비율,211.65,215.68,218.22,218.89,218.44
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용전,지급여력금액,214845.0,215489.0,215522.0,214789.0,213808.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용전,지급여력기준금액,101509.0,99913.0,98764.0,98126.0,97882.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용후,지급여력비율,211.65,215.68,218.22,218.89,218.44
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용후,지급여력금액,214845.0,215489.0,215522.0,214789.0,213808.0
KR0011,DB손해보험,005830,손해보험,2025.4Q,적용후,지급여력기준금액,101509.0,99913.0,98764.0,98126.0,97882.0
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,249.65,246.54,243.5,240.54,237.65
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,6265.0,6185.0,6107.0,6031.0,5956.0
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,2510.0,2509.0,2508.0,2507.0,2506.0
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,249.65,246.54,243.5,240.54,237.65
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,6265.0,6185.0,6107.0,6031.0,5956.0
KR0029,AIG손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,2510.0,2509.0,2508.0,2507.0,2506.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,111.58,121.66,130.98,132.77,134.89
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,19480.0,20463.0,21007.0,20943.0,20775.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,17459.0,16820.0,16039.0,15774.0,15402.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,143.37,157.37,170.64,173.22,175.95
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,19480.0,20463.0,21007.0,20943.0,20775.0
KR0032,NH농협손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,13587.0,13003.0,12311.0,12090.0,11807.0
KR0049,악사손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,179.96,177.74,175.41,172.98,170.47
KR0049,악사손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,4898.0,4738.0,4577.0,4438.0,4298.0
KR0049,악사손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,2721.0,2665.0,2610.0,2566.0,2521.0
KR0049,악사손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,207.16,204.53,201.79,198.77,195.66
KR0049,악사손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,4898.0,4738.0,4577.0,4438.0,4298.0
KR0049,악사손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,2364.0,2316.0,2268.0,2233.0,2197.0
KR0050,하나손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,152.16,154.36,155.49,155.58,154.71
KR0050,하나손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,6866.0,6812.0,6744.0,6660.0,6560.0
KR0050,하나손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,4512.0,4413.0,4337.0,4280.0,4240.0
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,243.7,237.7,231.2,226.3,220.8
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,1327.0,1292.0,1255.0,1224.0,1192.0
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,545.0,543.0,543.0,541.0,540.0
KR0068,한화생명,088350,생명보험,2025.4Q,적용전,지급여력비율,144.7,152.1,157.5,160.0,156.3
KR0068,한화생명,088350,생명보험,2025.4Q,적용전,지급여력금액,222910.0,226674.0,229011.0,230390.0,229805.0
KR0068,한화생명,088350,생명보험,2025.4Q,적용전,지급여력기준금액,154026.0,149075.0,145388.0,144018.0,147008.0
KR0068,한화생명,088350,생명보험,2025.4Q,적용후,지급여력비율,144.7,152.1,157.5,160.0,156.3
KR0068,한화생명,088350,생명보험,2025.4Q,적용후,지급여력금액,222910.0,226674.0,229011.0,230390.0,229805.0
KR0068,한화생명,088350,생명보험,2025.4Q,적용후,지급여력기준금액,154026.0,149075.0,145388.0,144018.0,147008.0
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용전,지급여력비율,184.7,192.0,198.0,203.5,204.2
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용전,지급여력금액,620981.0,640574.0,657402.0,670881.0,678289.0
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용전,지급여력기준금액,336132.0,333657.0,332075.0,329700.0,332215.0
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,161.0,160.7,157.5,149.3,137.6
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,41536.0,40460.0,39425.0,38411.0,37425.0
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,25804.0,25185.0,25032.0,25729.0,27200.0
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,199.29999999999998,202.1,203.7,203.5,199.5
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,41536.0,40460.0,39425.0,38411.0,37425.0
KR0071,흥국생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,20834.0,20019.0,19350.0,18868.0,18758.0
KR0073,교보생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,176.3,172.21,165.66,150.02,129.43
KR0073,교보생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,147480.0,145280.0,142181.0,137606.0,131280.0
KR0073,교보생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,83653.0,84360.0,85825.0,91723.0,101430.0
KR0073,교보생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,235.08,232.88,225.95,207.57,178.72
KR0073,교보생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,147480.0,145280.0,142181.0,137606.0,131280.0
KR0073,교보생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,62736.0,62383.0,62926.0,66295.0,73455.0
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,328.72,336.92,343.23,349.15,354.05
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,74102.0,73188.0,72230.0,71273.0,70333.0
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,22542.0,21723.0,21044.0,20413.0,19865.0
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,328.72,336.92,343.23,349.15,354.05
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,74102.0,73188.0,72230.0,71273.0,70333.0
KR0074,라이나생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,22542.0,21723.0,21044.0,20413.0,19865.0
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,269.2,261.27,253.35,245.43,237.5
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,2158.0,2094.0,2031.0,1967.0,1903.0
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,802.0,802.0,801.0,801.0,801.0
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,269.2,261.27,253.35,245.43,237.5
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,2158.0,2094.0,2031.0,1967.0,1903.0
KR0075,비엔피파리바카디프생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,802.0,802.0,801.0,801.0,801.0
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,110.13,112.32,102.93,93.68,85.75
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,6508.0,6557.0,6501.0,6425.0,6307.0
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,5910.0,5838.0,6316.0,6859.0,7355.0
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,207.59,211.49,201.07,178.57,157.76
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,8269.0,8340.0,8075.0,7764.0,7442.0
KR0076,아이엠라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,3983.0,3944.0,4016.0,4348.0,4717.0
KR0087,동양생명,082640,생명보험,2025.4Q,적용전,지급여력비율,176.4,178.3,179.8,181.1,182.6
KR0087,동양생명,082640,생명보험,2025.4Q,적용전,지급여력금액,38619.0,39615.0,40595.0,41468.0,42338.0
KR0087,동양생명,082640,생명보험,2025.4Q,적용전,지급여력기준금액,21888.0,22213.0,22573.0,22893.0,23181.0
KR0087,동양생명,082640,생명보험,2025.4Q,적용후,지급여력비율,176.4,178.3,179.8,181.1,182.6
KR0087,동양생명,082640,생명보험,2025.4Q,적용후,지급여력금액,38619.0,39615.0,40595.0,41468.0,42338.0
KR0087,동양생명,082640,생명보험,2025.4Q,적용후,지급여력기준금액,21888.0,22213.0,22573.0,22893.0,23181.0
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,297.8,291.8,269.6,253.0,234.7
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,47692.0,47343.0,46509.0,45879.0,45134.0
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,16014.0,16223.0,17251.0,18137.0,19231.0
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,297.8,291.8,269.6,253.0,234.7
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,47692.0,47343.0,46509.0,45879.0,45134.0
KR0095,메트라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,16014.0,16223.0,17251.0,18137.0,19231.0
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,117.7,133.1,149.3,153.8,154.5
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,1616.0,1747.0,1877.0,1992.0,2101.0
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,1374.0,1313.0,1257.0,1295.0,1360.0
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,149.8,175.1,204.2,231.2,256.6
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,1616.0,1747.0,1877.0,1992.0,2101.0
KR0100,처브라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,1079.0,998.0,919.0,861.0,819.0
KR0104,농협생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,279.2,258.0,231.7,196.2,165.4
KR0104,농협생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,73462.0,72390.0,69849.0,64602.0,59692.0
KR0104,농협생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,26312.0,28063.0,30151.0,32922.0,36092.0
KR0104,농협생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,420.7,420.6,413.0,366.0,305.1
KR0104,농협생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,75350.0,73404.0,69849.0,64602.0,59692.0
KR0104,농협생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,17912.0,17452.0,16913.0,17650.0,19563.0
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용전,지급여력비율,410.77,403.4,397.41,388.87,381.17
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용전,지급여력금액,59032.0,57267.0,55638.0,54064.0,52603.0
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용전,지급여력기준금액,14371.0,14196.0,14000.0,13903.0,13800.0
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용후,지급여력비율,410.77,403.4,397.41,388.87,381.17
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용후,지급여력금액,59032.0,57267.0,55638.0,54064.0,52603.0
KR0150,서울보증보험,031210,손해보험,2025.4Q,적용후,지급여력기준금액,14371.0,14196.0,14000.0,13903.0,13800.0
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용전,지급여력비율,202.19,200.12,197.81,195.25,192.45
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용전,지급여력금액,46487.0,45185.0,43951.0,42785.0,41687.0
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용전,지급여력기준금액,22992.0,22579.0,22219.0,21913.0,21661.0
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용후,지급여력비율,202.19,200.12,197.81,195.25,192.45
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용후,지급여력금액,46487.0,45185.0,43951.0,42785.0,41687.0
KR1000,코리안리재보험,003690,손해보험,2025.4Q,적용후,지급여력기준금액,22992.0,22579.0,22219.0,21913.0,21661.0
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용전,지급여력비율,162.42,146.27,134.09,114.49,99.34
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용전,지급여력금액,10374.0,10117.0,9415.0,8848.0,7942.0
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,6387.0,6917.0,7022.0,7728.0,7995.0
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용후,지급여력비율,277.92,252.42,238.33,196.1,173.26
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용후,지급여력금액,12913.0,12472.0,11854.0,11107.0,10269.0
KR1011,IBK연금보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,4646.0,4941.0,4973.0,5664.0,5927.0
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,353.36,353.04,352.72,352.46,352.2
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,1071.0,1070.0,1069.0,1068.0,1068.0
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,303.0,303.0,303.0,303.0,303.0
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,104.56,105.39,108.85,111.96,111.47
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,17003.0,16772.0,16988.0,17312.0,17252.0
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,16260.0,15913.0,15606.0,15463.0,15477.0
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,157.93,163.26,171.56,177.96,179.75
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,20122.0,19938.0,20146.0,20413.0,20353.0
KR0070,에이비엘생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,12741.0,12212.0,11743.0,11470.0,11323.0
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,77.83,75.09,70.99,65.98,61.64
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,10434.0,10045.0,9641.0,9218.0,8825.0
