원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_당분기
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2023.3Q,79451.8,84045.8
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2023.3Q,13987.2,5253.8
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2023.3Q,2090.0,739.4
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2023.3Q,2441.4,3943.9
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2023.3Q,-6127.2,-2139.7
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2023.3Q,91843.2,91843.2
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2023.4Q,79451.8,91843.2
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2023.4Q,18369.7,4382.5
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2023.4Q,2909.7,819.7
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2023.4Q,-7431.0,-9872.4
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2023.4Q,-8120.9,-1993.7
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2023.4Q,85179.2,85179.2
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2024.1Q,85179.2,85179.2
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2024.1Q,4484.9,4484.9
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2024.1Q,771.8,771.8
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2024.1Q,745.2,745.2
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2024.1Q,-2151.6,-2151.6
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2024.1Q,89029.5,89029.5
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2024.2Q,85179.2,89029.5
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2024.2Q,9015.2,4530.3
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2024.2Q,1587.7,815.9
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2024.2Q,-653.1,-1398.3
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2024.2Q,-4270.7,-2119.1
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2024.2Q,90858.3,90858.3
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2024.3Q,85179.2,90858.3
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2024.3Q,13807.4,4792.2
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2024.3Q,2430.7,843.0
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2024.3Q,-1918.1,-1265.0
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2024.3Q,-6448.7,-2178.0
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2024.3Q,93050.5,93050.5
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2024.4Q,85179.2,93050.5
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2024.4Q,19323.2,5515.8
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2024.4Q,3299.8,869.1
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2024.4Q,-11220.8,-9302.7
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2024.4Q,-8376.6,-1927.9
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2024.4Q,88204.8,88204.8
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2025.1Q,88204.8,88204.8
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2025.1Q,3879.7,3879.7
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2025.1Q,805.5,805.5
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2025.1Q,-1502.0,-1502.0
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2025.1Q,-2132.1,-2132.1
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2025.1Q,89255.9,89255.9
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2025.2Q,88204.8,89255.9
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2025.2Q,8142.3,4262.6
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2025.2Q,1623.5,818.0
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2025.2Q,-1554.8,-52.8
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2025.2Q,-4239.6,-2107.5
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2025.2Q,92176.1,92176.1
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2025.3Q,88204.8,92176.1
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2025.3Q,12809.3,4667.0
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2025.3Q,2465.1,841.6
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2025.3Q,-3128.4,-1573.6
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2025.3Q,-6412.3,-2172.7
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2025.3Q,93938.6,93938.6
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2025.4Q,88204.8,93938.6
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2025.4Q,17418.6,4609.3
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2025.4Q,3320.5,855.4
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2025.4Q,-7559.2,-4430.8
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2025.4Q,-8534.4,-2122.1
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2025.4Q,92850.3,92850.3
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2026.1Q,92850.3,92850.3
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2026.1Q,4218.2,4218.2
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2026.1Q,833.3,833.3
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2026.1Q,-983.2,-983.2
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2026.1Q,-2143.1,-2143.1
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2026.1Q,94775.6,94775.6
KR0010,KB손해보험,002550,손해보험,1,기초 CSM,2026.2Q,92850.3,94775.6
KR0010,KB손해보험,002550,손해보험,2,신계약 CSM,2026.2Q,8226.2,4008.0
KR0010,KB손해보험,002550,손해보험,3,이자 부리,2026.2Q,1687.1,853.8
KR0010,KB손해보험,002550,손해보험,4,가정 및 경험 조정,2026.2Q,8980.1,9963.3
KR0010,KB손해보험,002550,손해보험,5,CSM 상각,2026.2Q,-4527.3,-2384.2
KR0010,KB손해보험,002550,손해보험,6,기말 CSM,2026.2Q,107216.4,107216.4
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2023.1Q,116434.9,116434.9
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2023.1Q,6766.2,6766.2
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2023.1Q,819.9,819.9
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2023.1Q,-2237.4,-2237.4
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2023.1Q,-3118.5,-3118.5
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2023.1Q,118665.1,118665.1
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2023.2Q,116434.9,118665.1
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2023.2Q,13250.2,6484.0
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2023.2Q,1712.2,892.3
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2023.2Q,-4467.2,-2229.8
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2023.2Q,-6193.4,-3074.9
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2023.2Q,120736.7,120736.7
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2023.3Q,116434.9,120736.7
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2023.3Q,21060.1,7809.9
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2023.3Q,2649.1,936.9
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2023.3Q,-6253.2,-1786.0
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2023.3Q,-9357.9,-3164.5
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2023.3Q,124533.0,124533.0
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2023.4Q,116434.9,124533.0
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2023.4Q,28261.2,7201.1
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2023.4Q,3644.0,994.9
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2023.4Q,-14196.8,-7943.6
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2023.4Q,-12619.3,-3261.4
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2023.4Q,121524.1,121524.1
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2024.1Q,121524.1,121524.1
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2024.1Q,7175.2,7175.2
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2024.1Q,1022.7,1022.7
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2024.1Q,-2058.6,-2058.6
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2024.1Q,-3223.7,-3223.7
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2024.1Q,124439.7,124439.7
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2024.2Q,121524.1,124439.7
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2024.2Q,14060.6,6885.4
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2024.2Q,2096.7,1074.0
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2024.2Q,-1696.4,362.2
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2024.2Q,-6539.5,-3315.8
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2024.2Q,129445.5,129445.5
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2024.3Q,121524.1,129445.5
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2024.3Q,21814.8,7754.2
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2024.3Q,3236.1,1139.4
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2024.3Q,-4922.9,-3226.5
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2024.3Q,-9903.4,-3363.9
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2024.3Q,131748.6,131748.6
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2024.4Q,121524.1,131748.6
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2024.4Q,30780.4,8965.6
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2024.4Q,4406.7,1170.6
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2024.4Q,-21418.5,-16495.6
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2024.4Q,-12975.1,-3071.7
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2024.4Q,122317.6,122317.6
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2025.1Q,122317.6,122317.6
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2025.1Q,7070.2,7070.2
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2025.1Q,1058.2,1058.2
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2025.1Q,1473.1,1473.1
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2025.1Q,-3225.9,-3225.9
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2025.1Q,128693.2,128693.2
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2025.2Q,122317.6,128693.2
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2025.2Q,14998.7,7928.5
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2025.2Q,2172.0,1113.8
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2025.2Q,-685.3,-2158.4
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2025.2Q,-6489.4,-3263.5
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2025.2Q,132313.7,132313.7
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2025.3Q,122317.6,132313.7
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2025.3Q,22236.3,7237.6
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2025.3Q,3298.0,1126.0
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2025.3Q,-3426.3,-2741.0
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2025.3Q,-9789.3,-3299.9
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2025.3Q,134636.4,134636.4
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2025.4Q,122317.6,134636.4
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2025.4Q,29326.9,7090.6
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2025.4Q,4434.4,1136.4
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2025.4Q,-21174.7,-17748.4
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2025.4Q,-12850.8,-3061.5
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2025.4Q,122053.4,122053.4
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2026.1Q,122053.4,122053.4
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2026.1Q,6245.9,6245.9
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2026.1Q,1010.0,1010.0
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2026.1Q,2129.8,2129.8
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2026.1Q,-3216.8,-3216.8
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2026.1Q,128222.3,128222.3
KR0011,DB손해보험,005830,손해보험,1,기초 CSM,2026.2Q,122053.4,128222.3
KR0011,DB손해보험,005830,손해보험,2,신계약 CSM,2026.2Q,12106.6,5860.7
KR0011,DB손해보험,005830,손해보험,3,이자 부리,2026.2Q,2061.4,1051.4
KR0011,DB손해보험,005830,손해보험,4,가정 및 경험 조정,2026.2Q,-1912.2,-4042.0
KR0011,DB손해보험,005830,손해보험,5,CSM 상각,2026.2Q,-6368.5,-3151.7
KR0011,DB손해보험,005830,손해보험,6,기말 CSM,2026.2Q,127940.8,127940.8
KR0029,AIG손해보험,X,손해보험,1,기초 CSM,2023.4Q,2659.2,
KR0029,AIG손해보험,X,손해보험,2,신계약 CSM,2023.4Q,636.1,
KR0029,AIG손해보험,X,손해보험,3,이자 부리,2023.4Q,88.4,
KR0029,AIG손해보험,X,손해보험,4,가정 및 경험 조정,2023.4Q,-1607.2,
KR0029,AIG손해보험,X,손해보험,5,CSM 상각,2023.4Q,-227.6,
KR0029,AIG손해보험,X,손해보험,6,기말 CSM,2023.4Q,1548.8,1548.8
KR0029,AIG손해보험,X,손해보험,1,기초 CSM,2024.4Q,1548.8,
KR0029,AIG손해보험,X,손해보험,2,신계약 CSM,2024.4Q,443.8,
KR0029,AIG손해보험,X,손해보험,3,이자 부리,2024.4Q,61.3,
KR0029,AIG손해보험,X,손해보험,4,가정 및 경험 조정,2024.4Q,-991.8,
KR0029,AIG손해보험,X,손해보험,5,CSM 상각,2024.4Q,-139.4,
KR0029,AIG손해보험,X,손해보험,6,기말 CSM,2024.4Q,922.7,922.7
KR0029,AIG손해보험,X,손해보험,1,기초 CSM,2025.4Q,922.67849,
KR0029,AIG손해보험,X,손해보험,2,신계약 CSM,2025.4Q,986.82564,
KR0029,AIG손해보험,X,손해보험,3,이자 부리,2025.4Q,45.81277,
KR0029,AIG손해보험,X,손해보험,4,가정 및 경험 조정,2025.4Q,-904.20562,
KR0029,AIG손해보험,X,손해보험,5,CSM 상각,2025.4Q,-123.03631,
KR0029,AIG손해보험,X,손해보험,6,기말 CSM,2025.4Q,928.07497,928.07497
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2023.1Q,21060.1,21060.1
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2023.1Q,818.3,818.3
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2023.1Q,211.7,211.7
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2023.1Q,-178.7,-178.7
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2023.1Q,-604.6,-604.6
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2023.1Q,21306.7,21306.7
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2023.2Q,21060.1,21306.7
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2023.2Q,1770.8,952.5
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2023.2Q,428.7,217.0
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2023.2Q,-1223.5,-1044.8
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2023.2Q,-1202.2,-597.6
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2023.2Q,20833.8,20833.8
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2023.3Q,21060.1,20833.8
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2023.3Q,2698.7,927.9
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2023.3Q,643.1,214.4
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2023.3Q,-1888.2,-664.7
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2023.3Q,-1798.8,-596.6
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2023.3Q,20714.9,20714.9
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2023.4Q,21060.1,20714.9
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2023.4Q,3551.8,853.1
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2023.4Q,858.2,215.1
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2023.4Q,-2525.2,-637.0
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2023.4Q,-2393.3,-594.5
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2023.4Q,20551.5,20551.5
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2024.1Q,20551.5,20551.5
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2024.1Q,1059.0,1059.0
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2024.1Q,215.3,215.3
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2024.1Q,800.4,800.4
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2024.1Q,-653.0,-653.0
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2024.1Q,21973.2,21973.2
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2024.2Q,20551.5,21973.2
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2024.2Q,1793.1,734.1
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2024.2Q,442.7,227.4
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2024.2Q,-75.7,-876.1
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2024.2Q,-1286.7,-633.7
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2024.2Q,21425.0,21425.0
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2024.3Q,20551.5,21425.0
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2024.3Q,2291.8,498.7
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2024.3Q,663.0,220.3
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2024.3Q,-383.0,-307.3
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2024.3Q,-1920.0,-633.3
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2024.3Q,21203.3,21203.3
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2024.4Q,20551.5,21203.3
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2024.4Q,2713.6,421.8
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2024.4Q,880.0,217.0
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2024.4Q,-6593.9,-6210.9
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2024.4Q,-2419.1,-499.1
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2024.4Q,15132.3,15132.3
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2025.1Q,15132.3,15132.3
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2025.1Q,698.3,698.3
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2025.1Q,154.9,154.9
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2025.1Q,332.6,332.6
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2025.1Q,-490.9,-490.9
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2025.1Q,15827.2,15827.2
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2025.2Q,15132.3,15827.2
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2025.2Q,1179.5,481.2
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2025.2Q,316.0,161.1
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2025.2Q,269.9,-62.7
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2025.2Q,-988.5,-497.6
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2025.2Q,15909.3,15909.3
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2025.3Q,15132.3,15909.3
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2025.3Q,1769.5,590.0
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2025.3Q,478.3,162.3
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2025.3Q,378.7,108.8
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2025.3Q,-1503.6,-515.1
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2025.3Q,16255.2,16255.2
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2025.4Q,15132.3,16255.2
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2025.4Q,2327.1,557.6
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2025.4Q,642.6,164.3
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2025.4Q,-157.3,-536.0
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2025.4Q,-1995.5,-491.9
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2025.4Q,15949.2,15949.2
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2026.1Q,15949.2,15949.2
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2026.1Q,1163.0,1163.0
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2026.1Q,166.2,166.2
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2026.1Q,-100.2,-100.2
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2026.1Q,-507.5,-507.5
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2026.1Q,16670.8,16670.8
KR0032,NH농협손해보험,X,손해보험,1,기초 CSM,2026.2Q,15949.2,16670.8
KR0032,NH농협손해보험,X,손해보험,2,신계약 CSM,2026.2Q,1998.8,835.8
KR0032,NH농협손해보험,X,손해보험,3,이자 부리,2026.2Q,338.6,172.4
KR0032,NH농협손해보험,X,손해보험,4,가정 및 경험 조정,2026.2Q,-486.5,-386.3
KR0032,NH농협손해보험,X,손해보험,5,CSM 상각,2026.2Q,-1011.3,-503.8
KR0032,NH농협손해보험,X,손해보험,6,기말 CSM,2026.2Q,16788.7,16788.7
KR0049,악사손해보험,X,손해보험,1,기초 CSM,2023.4Q,1172.1,
KR0049,악사손해보험,X,손해보험,2,신계약 CSM,2023.4Q,534.8,
KR0049,악사손해보험,X,손해보험,3,이자 부리,2023.4Q,52.9,
KR0049,악사손해보험,X,손해보험,4,가정 및 경험 조정,2023.4Q,-353.8,
KR0049,악사손해보험,X,손해보험,5,CSM 상각,2023.4Q,-222.7,
KR0049,악사손해보험,X,손해보험,6,기말 CSM,2023.4Q,1183.2,1183.2
KR0049,악사손해보험,X,손해보험,1,기초 CSM,2024.4Q,1183.2,
KR0049,악사손해보험,X,손해보험,2,신계약 CSM,2024.4Q,528.2,
KR0049,악사손해보험,X,손해보험,3,이자 부리,2024.4Q,60.8,
KR0049,악사손해보험,X,손해보험,4,가정 및 경험 조정,2024.4Q,377.5,
KR0049,악사손해보험,X,손해보험,5,CSM 상각,2024.4Q,-263.4,
KR0049,악사손해보험,X,손해보험,6,기말 CSM,2024.4Q,1886.2,1886.2
KR0049,악사손해보험,X,손해보험,1,기초 CSM,2025.4Q,1886.2,
KR0049,악사손해보험,X,손해보험,2,신계약 CSM,2025.4Q,505.1,
KR0049,악사손해보험,X,손해보험,3,이자 부리,2025.4Q,79.7,
KR0049,악사손해보험,X,손해보험,4,가정 및 경험 조정,2025.4Q,-490.4,
KR0049,악사손해보험,X,손해보험,5,CSM 상각,2025.4Q,-219.1,
KR0049,악사손해보험,X,손해보험,6,기말 CSM,2025.4Q,1761.5,1761.5
KR0050,하나손해보험,X,손해보험,1,기초 CSM,2023.4Q,1186.3,
KR0050,하나손해보험,X,손해보험,2,신계약 CSM,2023.4Q,623.6,
KR0050,하나손해보험,X,손해보험,3,이자 부리,2023.4Q,,
KR0050,하나손해보험,X,손해보험,4,가정 및 경험 조정,2023.4Q,184.4,
KR0050,하나손해보험,X,손해보험,5,CSM 상각,2023.4Q,-157.0,
KR0050,하나손해보험,X,손해보험,6,기말 CSM,2023.4Q,1837.2,1837.2
KR0050,하나손해보험,X,손해보험,1,기초 CSM,2024.4Q,1837.2,
KR0050,하나손해보험,X,손해보험,2,신계약 CSM,2024.4Q,752.2,
KR0050,하나손해보험,X,손해보험,3,이자 부리,2024.4Q,85.30805,
KR0050,하나손해보험,X,손해보험,4,가정 및 경험 조정,2024.4Q,-640.0080500000001,
KR0050,하나손해보험,X,손해보험,5,CSM 상각,2024.4Q,-199.7,
KR0050,하나손해보험,X,손해보험,6,기말 CSM,2024.4Q,1835.0,1835.0
KR0050,하나손해보험,X,손해보험,1,기초 CSM,2025.4Q,1835.0,
KR0050,하나손해보험,X,손해보험,2,신계약 CSM,2025.4Q,1506.2,
KR0050,하나손해보험,X,손해보험,3,이자 부리,2025.4Q,99.08353,
KR0050,하나손해보험,X,손해보험,4,가정 및 경험 조정,2025.4Q,-419.4377400000001,
KR0050,하나손해보험,X,손해보험,5,CSM 상각,2025.4Q,-218.9,
KR0050,하나손해보험,X,손해보험,6,기말 CSM,2025.4Q,2802.0,2802.0
KR0068,한화생명,088350,생명보험,1,기초 CSM,2023.1Q,96679.3,96679.3
KR0068,한화생명,088350,생명보험,2,신계약 CSM,2023.1Q,5715.6,5715.6
KR0068,한화생명,088350,생명보험,3,이자 부리,2023.1Q,3245.0,3245.0
KR0068,한화생명,088350,생명보험,4,가정 및 경험 조정,2023.1Q,-6372.5,-6372.5
KR0068,한화생명,088350,생명보험,5,CSM 상각,2023.1Q,-2142.2,-2142.2
KR0068,한화생명,088350,생명보험,6,기말 CSM,2023.1Q,97125.1,97125.1
KR0068,한화생명,088350,생명보험,1,기초 CSM,2023.2Q,96679.3,97125.1
