원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,섹션,레벨,공시분기,값
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2025.1Q,518460.913454
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2025.2Q,513749.833046
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2025.3Q,505239.685536
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2025.4Q,520322.040569
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2026.1Q,522780.381216
KR0008,삼성화재해상보험,000810,손해보험,15,유형자산,자산,2,2026.2Q,518453.134354
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2023.1Q,51597278.237825
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2023.2Q,50600481.907821
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2023.3Q,49821202.45577
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2023.4Q,51620536.425094
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2024.1Q,51103116.956927
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2024.2Q,51295694.882034
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2024.3Q,51537393.164599
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2024.4Q,51609548.606735
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2025.1Q,51961988.308162
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2025.2Q,50968518.224509
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2025.3Q,50107799.429932
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2025.4Q,48734812.310826
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2026.1Q,46834967.97305
KR0008,삼성화재해상보험,000810,손해보험,20,보험계약부채,부채,2,2026.2Q,44938844.078142
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2023.1Q,159.312346
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2023.3Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2023.4Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2024.1Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2024.2Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2024.3Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2024.4Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2025.1Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2025.2Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2025.3Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2025.4Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2026.1Q,0.0
KR0008,삼성화재해상보험,000810,손해보험,21,재보험계약부채,부채,2,2026.2Q,438.967327
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2023.1Q,370311.511905
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2023.2Q,497885.044327
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2023.3Q,558712.30199
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2023.4Q,677158.736327
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2024.1Q,399011.425795
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2024.2Q,592072.720491
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2024.3Q,698097.10959
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2024.4Q,761561.388172
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2025.1Q,528184.241748
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2025.2Q,631070.04853
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2025.3Q,696876.131678
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2025.4Q,850493.066495
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2026.1Q,605528.246119
KR0008,삼성화재해상보험,000810,손해보험,24,기타부채,부채,2,2026.2Q,830791.476644
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2023.1Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2023.2Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2023.3Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2023.4Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2024.1Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2024.2Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2024.3Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2024.4Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2025.1Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2025.2Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2025.3Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2025.4Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2026.1Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,30,자본금,자본,2,2026.2Q,26473.4185
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2023.3Q,11864232.258758
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2023.4Q,12079484.138017
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2024.1Q,12083189.054354
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2024.2Q,12676525.693718
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2024.3Q,13233748.834781
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2024.4Q,13445170.648237
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2025.1Q,13233314.876819
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2025.2Q,13353245.747587
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2025.3Q,13862166.73764
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2025.4Q,14089861.430091
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2026.1Q,13719756.396981
KR0008,삼성화재해상보험,000810,손해보험,31,이익잉여금,자본,2,2026.2Q,14403661.893141
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2023.1Q,42563430.555487
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2023.2Q,42479106.682465
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2023.3Q,41539804.344535
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2023.4Q,43758462.213117
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2024.1Q,43650552.431735
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2024.2Q,44912076.948027
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2024.3Q,46182565.908018
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2024.4Q,47977678.781769
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2025.1Q,49568315.070657
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2025.2Q,49624610.984538
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2025.3Q,49960383.289635
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2025.4Q,49645874.619981
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2026.1Q,48660021.404364
KR0009,현대해상,001450,손해보험,1,자산총계,자산,1,2026.2Q,48312532.571158
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2023.1Q,34757803.789808
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2023.2Q,34332719.551173
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2023.3Q,34874162.843074
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2023.4Q,37641331.46623
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2024.1Q,37835815.218041
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2024.2Q,39423294.32434
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2024.3Q,40752278.648735
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2024.4Q,43050529.728359
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2025.1Q,45355476.20741
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2025.2Q,44887744.609789
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2025.3Q,45155449.405808
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2025.4Q,44762387.153459
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2026.1Q,43375029.249083
KR0009,현대해상,001450,손해보험,2,부채총계,부채,1,2026.2Q,42107499.580254
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2023.1Q,7805626.765679
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2023.2Q,8146387.131292
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2023.3Q,6665641.501461
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2023.4Q,6117130.746887
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2024.1Q,5814737.213694
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2024.2Q,5488782.623687
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2024.3Q,5430287.259283
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2024.4Q,4927149.05341
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2025.1Q,4212838.863247
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2025.2Q,4736866.374749
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2025.3Q,4804933.883827
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2025.4Q,4883487.466522
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2026.1Q,5284992.155281
KR0009,현대해상,001450,손해보험,3,자본총계,자본,1,2026.2Q,6205032.990904
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2023.1Q,-200047.02175
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2023.2Q,-105060.11008
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2023.3Q,92355.707308
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2023.4Q,-523892.732716
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2024.1Q,-1139472.938011
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2024.2Q,-1821164.312819
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2024.3Q,-2093088.436348
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2024.4Q,-2554393.487321
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2025.1Q,-3471898.922546
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2025.2Q,-3195641.581442
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2025.3Q,-3310923.762404
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2025.4Q,-3159330.002857
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2026.1Q,-2981805.458384
KR0009,현대해상,001450,손해보험,4,기타포괄손익 누계액,자본,2,2026.2Q,-2474507.630576
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2023.1Q,4391552.0
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2023.2Q,4658628.0
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2023.3Q,3603896.67864
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2023.4Q,3422424.926365
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2024.1Q,3975256.761063
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2024.2Q,4218680.406317
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2024.3Q,4431541.25027
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2024.4Q,4018336.788737
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2025.1Q,4161025.251162
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2025.2Q,4326457.46719
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2025.3Q,4049483.005441
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2025.4Q,3916614.58891
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2026.1Q,4115017.212072
KR0009,현대해상,001450,손해보험,5,해약환급금준비금 적립액,준비금,2,2026.2Q,4360340.737708
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2021.4Q,1133448.0
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2022.4Q,1242298.0
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2023.1Q,1271563.0
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2023.2Q,1299990.0
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2023.3Q,1327837.214739
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2023.4Q,1286540.171964
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2024.1Q,1297731.200783
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2024.2Q,1308991.423068
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2024.3Q,1319567.387334
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2024.4Q,1330517.53521
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2025.1Q,1342079.613732
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2025.2Q,1352833.544455
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2025.3Q,1363458.744409
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2025.4Q,1356107.784037
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2026.1Q,1363146.169988
KR0009,현대해상,001450,손해보험,6,비상위험준비금 적립액,준비금,2,2026.2Q,1370163.596291
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2021.4Q,104727.0
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2022.4Q,117038.0
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2023.1Q,89337.0
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2023.2Q,74151.0
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2023.3Q,80474.141084
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2023.4Q,88592.981686
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2024.1Q,126615.766506
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2024.2Q,121983.135308
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2024.3Q,122443.068814
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2024.4Q,123341.883068
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2025.1Q,126790.442983
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2025.2Q,138373.639238
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2025.3Q,119498.001353
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2025.4Q,70858.265569
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2026.1Q,100850.412854
KR0009,현대해상,001450,손해보험,7,대손준비금 적립액,준비금,2,2026.2Q,84834.70368
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2023.2Q,772318.502295
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2023.3Q,870671.577578
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2023.4Q,1102610.063014
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2024.1Q,1086416.902832
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2024.2Q,985017.234921
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2024.3Q,1069530.378036
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2024.4Q,1357812.207361
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2025.1Q,968516.134417
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2025.2Q,1124966.851705
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2025.3Q,985303.902843
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2025.4Q,1389087.411555
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2026.1Q,1227954.885223
KR0009,현대해상,001450,손해보험,10,현금및현금성자산,자산,2,2026.2Q,1493946.787997
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2023.3Q,8739642.954619
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2023.4Q,9003311.609817
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2024.1Q,8972682.775541
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2024.2Q,9571391.875004
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2024.3Q,9283706.702328
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2024.4Q,9338046.174746
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2025.1Q,9926400.700203
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2025.2Q,9402100.760464
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2025.3Q,9713012.024762
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2025.4Q,9040657.765254
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2026.1Q,8725327.725465
KR0009,현대해상,001450,손해보험,11,당기손익-공정가치측정금융자산,자산,2,2026.2Q,9004414.560686
KR0009,현대해상,001450,손해보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.2Q,24976528.089198
KR0009,현대해상,001450,손해보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.3Q,25577228.319045
KR0009,현대해상,001450,손해보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.4Q,25341092.240272
KR0009,현대해상,001450,손해보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2026.1Q,24454641.179437
KR0009,현대해상,001450,손해보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2026.2Q,23740908.327266
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2023.3Q,11048167.284934
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2023.4Q,11145329.106317
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2024.1Q,11091464.115431
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2024.2Q,10986890.404075
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2024.3Q,11042051.650721
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2024.4Q,11544378.935448
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2025.1Q,11238304.33217
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2025.2Q,10831914.061045
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2025.3Q,10210981.927532
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2025.4Q,10401582.761756
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2026.1Q,10830873.937383
KR0009,현대해상,001450,손해보험,13,상각후원가측정금융자산,자산,2,2026.2Q,10586157.306021
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2023.3Q,1254270.53301
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2023.4Q,1120093.237935
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2024.1Q,1126240.810615
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2024.2Q,1098983.738436
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2024.3Q,1124555.171135
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2024.4Q,1137166.210466
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2025.1Q,1122788.256948
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2025.2Q,1291488.812178
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2025.3Q,1614639.544447
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2025.4Q,1580353.059471
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2026.1Q,1501664.678208
KR0009,현대해상,001450,손해보험,14,재보험계약자산,자산,2,2026.2Q,1543775.009789
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2023.1Q,861798.041683
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2023.2Q,866199.891344
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2023.3Q,810666.383527
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2023.4Q,808933.486943
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2024.1Q,803699.930337
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2024.2Q,801594.984382
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2024.3Q,920213.977428
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2024.4Q,902437.340287
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2025.1Q,900811.492115
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2025.2Q,895741.748861
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2025.3Q,889434.96992
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2025.4Q,892981.870159
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2026.1Q,983032.753176
KR0009,현대해상,001450,손해보험,15,유형자산,자산,2,2026.2Q,993868.409611
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2023.3Q,28343439.080001
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2023.4Q,31526853.630092
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2024.1Q,31495913.137487
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2024.2Q,32686010.324354
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2024.3Q,34200342.799087
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2024.4Q,34801941.698072
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2025.1Q,36730148.738468
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2025.2Q,36335172.151422
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2025.3Q,36290879.870656
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2025.4Q,34852924.404989
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2026.1Q,32856613.438141
KR0009,현대해상,001450,손해보험,20,보험계약부채,부채,2,2026.2Q,30930795.763747
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2023.3Q,0.0
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2023.4Q,0.0
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2024.1Q,5851.0841
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2024.2Q,0.0
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2024.3Q,0.0
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2024.4Q,0.0
KR0009,현대해상,001450,손해보험,21,재보험계약부채,부채,2,2025.1Q,0.0
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2023.3Q,3342119.020627
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2023.4Q,3303114.534479
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2024.1Q,3314023.323171
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2024.2Q,3502497.699635
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2024.3Q,3617467.086737
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2024.4Q,3521201.244196
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2025.1Q,3454083.249076
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2025.2Q,3710081.277457
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2025.3Q,3879585.512983
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2025.4Q,4633636.582315
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2026.1Q,4534055.403531
KR0009,현대해상,001450,손해보험,22,투자계약부채,부채,2,2026.2Q,4830634.392059
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2023.3Q,944784.138777
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2023.4Q,944857.879216
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2024.1Q,944931.721979
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2024.2Q,1250569.479929
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2024.3Q,1250652.923504
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2024.4Q,2546753.477916
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2025.1Q,3344673.624216
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2025.2Q,3344920.935951
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2025.3Q,3345134.710655
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2025.4Q,3175338.699077
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2026.1Q,3175542.744177
KR0009,현대해상,001450,손해보험,23,차입부채,부채,2,2026.2Q,2826294.376557
KR0009,현대해상,001450,손해보험,24,기타부채,부채,2,2023.1Q,1955543.550407
KR0009,현대해상,001450,손해보험,24,기타부채,부채,2,2023.2Q,2094551.465595
KR0009,현대해상,001450,손해보험,24,기타부채,부채,2,2023.3Q,385884.784551
