원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_적용후
KR0008,삼성화재해상보험,000810,손해보험,18,2. 일반손해보험위험액,2025.1Q,20507,20507
KR0008,삼성화재해상보험,000810,손해보험,19,3. 시장위험액,2025.1Q,60822,60822
KR0008,삼성화재해상보험,000810,손해보험,20,4. 신용위험액,2025.1Q,22342,22342
KR0008,삼성화재해상보험,000810,손해보험,21,5. 운영위험액,2025.1Q,7405,7405
KR0008,삼성화재해상보험,000810,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,32429,32429
KR0008,삼성화재해상보험,000810,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,799,799
KR0008,삼성화재해상보험,000810,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,799,799
KR0008,삼성화재해상보험,000810,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,266.60852257,266.60852257
KR0008,삼성화재해상보험,000810,손해보험,28,기본자본비율,2025.1Q,158.63707382,158.63707382
KR0009,현대해상,001450,손해보험,1,가. 지급여력금액,2025.1Q,131026,131026
KR0009,현대해상,001450,손해보험,2,기본자본,2025.1Q,38395,38395
KR0009,현대해상,001450,손해보험,3,보완자본,2025.1Q,92631,92631
KR0009,현대해상,001450,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,99858,99858
KR0009,현대해상,001450,손해보험,5,1. 보통주,2025.1Q,1579,1579
KR0009,현대해상,001450,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,0
KR0009,현대해상,001450,손해보험,7,3. 이익잉여금,2025.1Q,72743,72743
KR0009,현대해상,001450,손해보험,8,4. 자본조정,2025.1Q,-677,-677
KR0009,현대해상,001450,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-33346,-33346
KR0009,현대해상,001450,손해보험,10,6. 비지배지분,2025.1Q,0,0
KR0009,현대해상,001450,손해보험,11,7. 조정준비금,2025.1Q,59559,59559
KR0009,현대해상,001450,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,0
KR0009,현대해상,001450,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,61463,61463
KR0009,현대해상,001450,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,82186,82186
KR0009,현대해상,001450,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,109639,109639
KR0009,현대해상,001450,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,39382,39382
KR0009,현대해상,001450,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,78828,78828
KR0009,현대해상,001450,손해보험,18,2. 일반손해보험위험액,2025.1Q,12107,12107
KR0009,현대해상,001450,손해보험,19,3. 시장위험액,2025.1Q,36369,36369
KR0009,현대해상,001450,손해보험,20,4. 신용위험액,2025.1Q,14320,14320
KR0009,현대해상,001450,손해보험,21,5. 운영위험액,2025.1Q,7397,7397
KR0009,현대해상,001450,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,27654,27654
KR0009,현대해상,001450,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,201,201
KR0009,현대해상,001450,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,201,201
KR0009,현대해상,001450,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,159.42617964,159.42617964
KR0009,현대해상,001450,손해보험,28,기본자본비율,2025.1Q,46.71720244,46.71720244
KR0010,KB손해보험,002550,손해보험,1,가. 지급여력금액,2025.1Q,115701,115701
KR0010,KB손해보험,002550,손해보험,2,기본자본,2025.1Q,49426,49426
KR0010,KB손해보험,002550,손해보험,3,보완자본,2025.1Q,66275,66275
KR0010,KB손해보험,002550,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,103409,103409
KR0010,KB손해보험,002550,손해보험,5,1. 보통주,2025.1Q,3817,3817
KR0010,KB손해보험,002550,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,0
KR0010,KB손해보험,002550,손해보험,7,3. 이익잉여금,2025.1Q,61473,61473
KR0010,KB손해보험,002550,손해보험,8,4. 자본조정,2025.1Q,0,0
KR0010,KB손해보험,002550,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-13011,-13011
KR0010,KB손해보험,002550,손해보험,10,6. 비지배지분,2025.1Q,62,62
KR0010,KB손해보험,002550,손해보험,11,7. 조정준비금,2025.1Q,51068,51068
KR0010,KB손해보험,002550,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,392,392
KR0010,KB손해보험,002550,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,53590,53590
KR0010,KB손해보험,002550,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,63515,63515
KR0010,KB손해보험,002550,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,85657,85657
KR0010,KB손해보험,002550,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,32823,32823
KR0010,KB손해보험,002550,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,59603,59603
KR0010,KB손해보험,002550,손해보험,18,2. 일반손해보험위험액,2025.1Q,9951,9951
KR0010,KB손해보험,002550,손해보험,19,3. 시장위험액,2025.1Q,31978,31978
KR0010,KB손해보험,002550,손해보험,20,4. 신용위험액,2025.1Q,12293,12293
KR0010,KB손해보험,002550,손해보험,21,5. 운영위험액,2025.1Q,4654,4654
KR0010,KB손해보험,002550,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,22295,22295
KR0010,KB손해보험,002550,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,154,154
KR0010,KB손해보험,002550,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,154,154
KR0010,KB손해보험,002550,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,182.16326852,182.16326852
KR0010,KB손해보험,002550,손해보험,28,기본자본비율,2025.1Q,77.81783831,77.81783831
KR0011,DB손해보험,005830,손해보험,1,가. 지급여력금액,2025.1Q,200326,200326
KR0011,DB손해보험,005830,손해보험,2,기본자본,2025.1Q,72459,72857.14
KR0011,DB손해보험,005830,손해보험,3,보완자본,2025.1Q,127868,127469.16
KR0011,DB손해보험,005830,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,185600,185600
KR0011,DB손해보험,005830,손해보험,5,1. 보통주,2025.1Q,354,354
KR0011,DB손해보험,005830,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,398,398
KR0011,DB손해보험,005830,손해보험,7,3. 이익잉여금,2025.1Q,119726,119726
KR0011,DB손해보험,005830,손해보험,8,4. 자본조정,2025.1Q,-1526,-1526
KR0011,DB손해보험,005830,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-38827,-38827
KR0011,DB손해보험,005830,손해보험,10,6. 비지배지분,2025.1Q,4017,4017
KR0011,DB손해보험,005830,손해보험,11,7. 조정준비금,2025.1Q,101458,101458
KR0011,DB손해보험,005830,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,1895,1895
KR0011,DB손해보험,005830,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,111246,111246
KR0011,DB손해보험,005830,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,97883,97883
KR0011,DB손해보험,005830,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,128781,128781
KR0011,DB손해보험,005830,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,50924,50924
KR0011,DB손해보험,005830,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,89883,89883
KR0011,DB손해보험,005830,손해보험,18,2. 일반손해보험위험액,2025.1Q,14438,14438
KR0011,DB손해보험,005830,손해보험,19,3. 시장위험액,2025.1Q,41249,41249
KR0011,DB손해보험,005830,손해보험,20,4. 신용위험액,2025.1Q,27318,27318
KR0011,DB손해보험,005830,손해보험,21,5. 운영위험액,2025.1Q,6817,6817
KR0011,DB손해보험,005830,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,32109,32109
KR0011,DB손해보험,005830,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,1211,1211
KR0011,DB손해보험,005830,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,403,403
KR0011,DB손해보험,005830,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,471,471
KR0011,DB손해보험,005830,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2025.1Q,337,337
KR0011,DB손해보험,005830,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,204.65862305,204.65862305
KR0011,DB손해보험,005830,손해보험,28,기본자본비율,2025.1Q,74.02613324,74.43288416
KR0032,NH농협손해보험,X,손해보험,1,가. 지급여력금액,2025.1Q,20309,20309
KR0032,NH농협손해보험,X,손해보험,2,기본자본,2025.1Q,9471,9471
KR0032,NH농협손해보험,X,손해보험,3,보완자본,2025.1Q,10838,10838
KR0032,NH농협손해보험,X,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,17306,
KR0032,NH농협손해보험,X,손해보험,5,1. 보통주,2025.1Q,6599,
KR0032,NH농협손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,4500,
KR0032,NH농협손해보험,X,손해보험,7,3. 이익잉여금,2025.1Q,10414,
KR0032,NH농협손해보험,X,손해보험,8,4. 자본조정,2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-4859,
KR0032,NH농협손해보험,X,손해보험,10,6. 비지배지분,2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,11,7. 조정준비금,2025.1Q,652,
KR0032,NH농협손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,7835,
KR0032,NH농협손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,15676,12255
KR0032,NH농협손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,17579,14157.63
KR0032,NH농협손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,6584,5914.74
KR0032,NH농협손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,12501,8656.12
KR0032,NH농협손해보험,X,손해보험,18,2. 일반손해보험위험액,2025.1Q,2796,2549.5
KR0032,NH농협손해보험,X,손해보험,19,3. 시장위험액,2025.1Q,4852,4852.1
KR0032,NH농협손해보험,X,손해보험,20,4. 신용위험액,2025.1Q,2389,2389
KR0032,NH농협손해보험,X,손해보험,21,5. 운영위험액,2025.1Q,1625,1625
KR0032,NH농협손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,1903,1903
KR0032,NH농협손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,0
KR0032,NH농협손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2025.1Q,0,
KR0032,NH농협손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,129.55473335,165.72
KR0032,NH농협손해보험,X,손해보험,28,기본자본비율,2025.1Q,60.41719826,77.28274174
KR0049,악사손해보험,X,손해보험,1,가. 지급여력금액,2025.1Q,5224,5224
KR0049,악사손해보험,X,손해보험,2,기본자본,2025.1Q,2892,2892
KR0049,악사손해보험,X,손해보험,3,보완자본,2025.1Q,2332,2332
KR0049,악사손해보험,X,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,4871,
KR0049,악사손해보험,X,손해보험,5,1. 보통주,2025.1Q,2509,
KR0049,악사손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,
KR0049,악사손해보험,X,손해보험,7,3. 이익잉여금,2025.1Q,933,
KR0049,악사손해보험,X,손해보험,8,4. 자본조정,2025.1Q,100,
KR0049,악사손해보험,X,손해보험,9,5. 기타포괄손익누계액,2025.1Q,209,
KR0049,악사손해보험,X,손해보험,10,6. 비지배지분,2025.1Q,0,
KR0049,악사손해보험,X,손해보험,11,7. 조정준비금,2025.1Q,1121,
KR0049,악사손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,
KR0049,악사손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,1979,
KR0049,악사손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,2401,2059
KR0049,악사손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,2828,2486.43
KR0049,악사손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,1304,1159.42
KR0049,악사손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,1724,1288.05
KR0049,악사손해보험,X,손해보험,18,2. 일반손해보험위험액,2025.1Q,1438,1388.07
KR0049,악사손해보험,X,손해보험,19,3. 시장위험액,2025.1Q,522,521.99
KR0049,악사손해보험,X,손해보험,20,4. 신용위험액,2025.1Q,162,162
KR0049,악사손해보험,X,손해보험,21,5. 운영위험액,2025.1Q,286,286
KR0049,악사손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,427,427
KR0049,악사손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,0
KR0049,악사손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,
KR0049,악사손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,217.57601,253.7
KR0049,악사손해보험,X,손해보험,28,기본자본비율,2025.1Q,120.44981258,140.4565323
KR0050,하나손해보험,X,손해보험,1,가. 지급여력금액,2025.1Q,4972,4972
KR0050,하나손해보험,X,손해보험,2,기본자본,2025.1Q,1268,1268
KR0050,하나손해보험,X,손해보험,3,보완자본,2025.1Q,3704,3704
KR0050,하나손해보험,X,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,4972,4972
KR0050,하나손해보험,X,손해보험,5,1. 보통주,2025.1Q,5611,5611
KR0050,하나손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,1000,1000
KR0050,하나손해보험,X,손해보험,7,3. 이익잉여금,2025.1Q,-1830,-1830
KR0050,하나손해보험,X,손해보험,8,4. 자본조정,2025.1Q,-277,-277
KR0050,하나손해보험,X,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-342,-342
KR0050,하나손해보험,X,손해보험,10,6. 비지배지분,2025.1Q,0,0
KR0050,하나손해보험,X,손해보험,11,7. 조정준비금,2025.1Q,810,810
KR0050,하나손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,0
KR0050,하나손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,3704,3704
KR0050,하나손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,3312,3312
KR0050,하나손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,3312,3312
KR0050,하나손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,1284,1284
KR0050,하나손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,1684,1684
KR0050,하나손해보험,X,손해보험,18,2. 일반손해보험위험액,2025.1Q,858,858
KR0050,하나손해보험,X,손해보험,19,3. 시장위험액,2025.1Q,708,708
KR0050,하나손해보험,X,손해보험,20,4. 신용위험액,2025.1Q,481,481
KR0050,하나손해보험,X,손해보험,21,5. 운영위험액,2025.1Q,865,865
KR0050,하나손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,0,0
KR0050,하나손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,0
KR0050,하나손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,0
KR0050,하나손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,150.12077295,150.12077295
KR0050,하나손해보험,X,손해보험,28,기본자본비율,2025.1Q,38.28502415,38.28502415
KR0051,신한이지손해보험,X,손해보험,1,가. 지급여력금액,2025.1Q,1666,1666
KR0051,신한이지손해보험,X,손해보험,2,기본자본,2025.1Q,1656,1656
KR0051,신한이지손해보험,X,손해보험,3,보완자본,2025.1Q,9,10
KR0051,신한이지손해보험,X,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,1666,1666
KR0051,신한이지손해보험,X,손해보험,5,1. 보통주,2025.1Q,2477,2477
KR0051,신한이지손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,7,3. 이익잉여금,2025.1Q,-416,-416
KR0051,신한이지손해보험,X,손해보험,8,4. 자본조정,2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,9,5. 기타포괄손익누계액,2025.1Q,2,2
KR0051,신한이지손해보험,X,손해보험,10,6. 비지배지분,2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,11,7. 조정준비금,2025.1Q,-398,-398
KR0051,신한이지손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,9,9
KR0051,신한이지손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,489,489
KR0051,신한이지손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,489,489
KR0051,신한이지손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,121,121
KR0051,신한이지손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,10,10
KR0051,신한이지손해보험,X,손해보험,18,2. 일반손해보험위험액,2025.1Q,355,355
KR0051,신한이지손해보험,X,손해보험,19,3. 시장위험액,2025.1Q,163,163
KR0051,신한이지손해보험,X,손해보험,20,4. 신용위험액,2025.1Q,30,30
KR0051,신한이지손해보험,X,손해보험,21,5. 운영위험액,2025.1Q,52,52
KR0051,신한이지손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,340.69529652,340.69529652
KR0051,신한이지손해보험,X,손해보험,28,기본자본비율,2025.1Q,338.65030675,338.65030675
KR0068,한화생명,088350,생명보험,1,가. 지급여력금액,2025.1Q,210745,210745
KR0068,한화생명,088350,생명보험,2,기본자본,2025.1Q,88493,88492.81
KR0068,한화생명,088350,생명보험,3,보완자본,2025.1Q,122252,122252.26
KR0068,한화생명,088350,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,199826,199826
KR0068,한화생명,088350,생명보험,5,1. 보통주,2025.1Q,48289,48289
KR0068,한화생명,088350,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,16951,16951
KR0068,한화생명,088350,생명보험,7,3. 이익잉여금,2025.1Q,84184,84184
KR0068,한화생명,088350,생명보험,8,4. 자본조정,2025.1Q,-7507,-7507
KR0068,한화생명,088350,생명보험,9,5. 기타포괄손익누계액,2025.1Q,-26461,-26461
KR0068,한화생명,088350,생명보험,10,6. 비지배지분,2025.1Q,34727,34727
KR0068,한화생명,088350,생명보험,11,7. 조정준비금,2025.1Q,49643,49643
KR0068,한화생명,088350,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,29302,29302
KR0068,한화생명,088350,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,82031,82031
KR0068,한화생명,088350,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,136764,136764
KR0068,한화생명,088350,생명보험,15,Ⅰ. 기본요구자본,2025.1Q,158591,158590
KR0068,한화생명,088350,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,53413,53413
KR0068,한화생명,088350,생명보험,17,1. 생명장기손해보험위험액,2025.1Q,102855,102855
KR0068,한화생명,088350,생명보험,18,2. 일반손해보험위험액,2025.1Q,4489,4489
KR0068,한화생명,088350,생명보험,19,3. 시장위험액,2025.1Q,69961,69961
KR0068,한화생명,088350,생명보험,20,4. 신용위험액,2025.1Q,24506,24506
KR0068,한화생명,088350,생명보험,21,5. 운영위험액,2025.1Q,10193,10193
KR0068,한화생명,088350,생명보험,22,Ⅱ. 법인세조정액,2025.1Q,26257,26257
KR0068,한화생명,088350,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,4431,4431
KR0068,한화생명,088350,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,3243,3243
KR0068,한화생명,088350,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,1188,1188
KR0068,한화생명,088350,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,154.0939136,154.0939136
KR0068,한화생명,088350,생명보험,28,기본자본비율,2025.1Q,64.7048931,64.70475418
KR0069,삼성생명보험,032830,생명보험,1,가. 지급여력금액,2025.1Q,451935,451933.85
KR0069,삼성생명보험,032830,생명보험,2,기본자본,2025.1Q,360768,360766.43
KR0069,삼성생명보험,032830,생명보험,3,보완자본,2025.1Q,91167,91167
KR0069,삼성생명보험,032830,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,414100,
KR0069,삼성생명보험,032830,생명보험,5,1. 보통주,2025.1Q,2257,
KR0069,삼성생명보험,032830,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,
KR0069,삼성생명보험,032830,생명보험,7,3. 이익잉여금,2025.1Q,194709,
KR0069,삼성생명보험,032830,생명보험,8,4. 자본조정,2025.1Q,-21170,
KR0069,삼성생명보험,032830,생명보험,9,5. 기타포괄손익누계액,2025.1Q,118637,
KR0069,삼성생명보험,032830,생명보험,10,6. 비지배지분,2025.1Q,19099,
KR0069,삼성생명보험,032830,생명보험,11,7. 조정준비금,2025.1Q,100568,
KR0069,삼성생명보험,032830,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,14160,
KR0069,삼성생명보험,032830,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,39173,
KR0069,삼성생명보험,032830,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,255086,255086
KR0069,삼성생명보험,032830,생명보험,15,Ⅰ. 기본요구자본,2025.1Q,302174,302174.13
KR0069,삼성생명보험,032830,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,89321,89321
KR0069,삼성생명보험,032830,생명보험,17,1. 생명장기손해보험위험액,2025.1Q,111782,111782
KR0069,삼성생명보험,032830,생명보험,18,2. 일반손해보험위험액,2025.1Q,0,0
KR0069,삼성생명보험,032830,생명보험,19,3. 시장위험액,2025.1Q,225562,225562
KR0069,삼성생명보험,032830,생명보험,20,4. 신용위험액,2025.1Q,44185,44185
KR0069,삼성생명보험,032830,생명보험,21,5. 운영위험액,2025.1Q,9966,9966
KR0069,삼성생명보험,032830,생명보험,22,Ⅱ. 법인세조정액,2025.1Q,72922,72922
KR0069,삼성생명보험,032830,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,25834,25834
KR0069,삼성생명보험,032830,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,24423,24423
KR0069,삼성생명보험,032830,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,1029,1029
KR0069,삼성생명보험,032830,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2025.1Q,382,382
KR0069,삼성생명보험,032830,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,177.16966043,177.16911931
KR0069,삼성생명보험,032830,생명보험,28,기본자본비율,2025.1Q,141.42994912,141.42933364
KR0070,에이비엘생명보험,X,생명보험,1,가. 지급여력금액,2025.1Q,15932,19461
KR0070,에이비엘생명보험,X,생명보험,2,기본자본,2025.1Q,8319,11419.69
KR0070,에이비엘생명보험,X,생명보험,3,보완자본,2025.1Q,7613,8041.53
KR0070,에이비엘생명보험,X,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,9819,
KR0070,에이비엘생명보험,X,생명보험,5,1. 보통주,2025.1Q,10166,
KR0070,에이비엘생명보험,X,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,7,3. 이익잉여금,2025.1Q,-816,
KR0070,에이비엘생명보험,X,생명보험,8,4. 자본조정,2025.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,9,5. 기타포괄손익누계액,2025.1Q,-3411,
KR0070,에이비엘생명보험,X,생명보험,10,6. 비지배지분,2025.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,11,7. 조정준비금,2025.1Q,3880,
KR0070,에이비엘생명보험,X,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,428,
KR0070,에이비엘생명보험,X,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,1500,
KR0070,에이비엘생명보험,X,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,15227,11586.69
KR0070,에이비엘생명보험,X,생명보험,15,Ⅰ. 기본요구자본,2025.1Q,15228,11588.08
